order_id	title_origin	category	new_volume	new_packed_volume	new_weight_kg	new_width_cm	new_depth_cm	new_height_cm	new_reason
25032574D5CEC3	JC902 TABLE	shop > story > sale > business > showroom > about >	80x80x40	85x85x15	25.0	85.0	85.0	15.0	Table ships disassembled in a flat-packed state. Glass top and wooden legs are heavy.
24122503F28E8E	세이마이네임 미공포 인사이드레코드3차	스타굿즈 > 걸그룹 > 팬시/포토카드 >	18x12x3	18x12x3	0.1	18.0	12.0	3.0	Set of photo cards, thin and light, packaged minimally.
2412013B0A9349	magliano 브로큰 하트 목걸이	남자 > 주얼리 >	10x10x2	10x10x2	0.05	10.0	10.0	2.0	Necklace is light and ships in minimal packaging, likely in a small box.
2504043AE69080	페레로 포켓커피 18개입 에스프레소 초콜릿 (국내배송)	식품>과자/베이커리>초콜릿	20x12x8	20x12x8	0.5	20.0	12.0	8.0	Box of 18 chocolate espresso pieces. Compact packaging with minimal additional weight.
250203ECF81CA0	장미와 샴페인 카이사르&이원 향수	생활/건강>수집품>이색수집품	20x15x10	22x17x12	0.5	22.0	17.0	12.0	Perfume bottles with minimal padding in a decorative box. Light weight due to glass and packaging.
25022266BF125A	EUDORA wool cardigan_2colors	여성의류	40x30x2	40x30x2	0.25	40.0	30.0	2.0	Wool cardigan is compressible and light, shipping in minimal packaging.
25092600DD20EE	지니스램프 IGIN 아이긴 버던트 글림 멀티퍼퓸	생활/건강>생활용품>제습/방향/탈취>섬유탈취스프레이	8x8x12	10x10x15	0.25	10.0	10.0	15.0	Fabric deodorizing spray in a small glass bottle. Minimal packaging needed.
241224C0139434	1978AUS 호주 양털 3웨이 2종 밴딩 탈부착 어그 슬리퍼	해외직구>패션잡화>여성화>샌들/웨지힐	30x25x12	32x27x15	0.8	32.0	27.0	15.0	Women's slippers made of soft materials. Slightly larger box for padding.
2504275E669ECC	켈로그 X 호시 기획팩 (710G)		25x25x15	25x25x15	0.75	25.0	25.0	15.0	Bulk food item with additional packaging for cards. Estimated weight includes product and box.
241121301943CF	비앤프롬 미니 원피스	여성의류 > 원피스 > 미니 원피스 >	30x20x2	30x20x2	0.15	30.0	20.0	2.0	Mini dress made of lightweight fabric, ships compressed with minimal packaging.
250127F1B92E25	삼양 까르보 불닭소스 200g x 24개	식품>소스/드레싱>기타소스/드레싱	30x30x20	30x30x20	5.0	30.0	30.0	20.0	24 bottles of 200g sauce each, packed in a bulk box. Each bottle is light, but total weight adds up.
2504211F07B239	토투 배달통 자석 파티션 칸막이 1세트+밑판 32x22cm 탑박스 배달가방 오토바이용품	스포츠/레저>오토바이/스쿠터>오토바이용품>기타오토바이용품	34x24x3	34x24x3	0.5	34.0	24.0	3.0	Set includes a flat partition and base, minimal packaging needed.
241225AEA6915F	투어스 라스트벨 조은뮤직 팬싸특전 포카 세트	스타굿즈 > 보이그룹 > 팬시/포토카드 >	18x12x3	18x12x3	0.1	18.0	12.0	3.0	Set of photo cards, thin and light, packaged with minimal padding.
2508067F0F2C42	버즈 3 실버 오른쪽 유닛 판매합니다	디지털 > 오디오/영상/관련기기 > 이어폰 >	10x8x3	12x10x5	0.05	12.0	10.0	5.0	Single earbud is small and light, packaged with minimal padding.
2505152527B727	보닉스 시너지 휠 500ml 카보실록시 휠코팅제 광택제 타월	생활/건강>자동차용품>세차용품>휠세정/광택제	20x8x8	22x10x10	0.6	22.0	10.0	10.0	500ml wheel coating spray with a microfiber towel. The spray bottle is rigid and requires minimal padding.
250302D11C2788	HeavenSent Loose jeans		30x25x5	30x25x5	0.4	30.0	25.0	5.0	Loose jeans are compressible and will ship folded, requiring minimal packaging.
241206405AA7E0	오늘출발) 어그슬리퍼 오즈웨어 바이올렛 시어링 슬리퍼	슬리퍼/쪼리	30x25x10	32x27x12	0.8	32.0	27.0	12.0	Slippers are soft and compressible, estimated packed size includes minimal padding.
250125BB6FC248	미필고 공식인형,굿즈세트	도서/티켓/문구 > 도서 > 시/소설 >	30x25x10	32x27x12	1.5	32.0	27.0	12.0	Includes books, plush dolls, and various small goods. Estimated packed size accounts for the bulk of items and minimal padding.
25021095D37A52	엔시티 위시 앨범 WISH WICHU 위츄 싱글 NCT 키링 스마트	생활/건강>음반>국내앨범	20x12x10	20x12x10	0.25	20.0	12.0	10.0	Keyring plush in a retail box. Light material with minimal padding.
2503044431E1C4	팬텀 버스터즈 캔뱃지 팜	도서/티켓/문구 > 도서 > 만화 >	10x10x1	10x10x1	0.05	10.0	10.0	1.0	Button badge is very light and ships in minimal packaging.
241221A136A0E6	보닉스 네이티브 3종세트 클리너왁스+물왁스+고체왁스 페클 글레이즈	생활/건강>자동차용품>세차용품>도장용광택/코팅제	25x20x10	25x20x10	1.2	25.0	20.0	10.0	Set of three car care products including liquid and solid waxes. Estimated size includes minimal packaging.
2504250FA591A1	당근 패드 여드름 토너 스킨 닦토 청소년 수분 진정 올리브영 60매	화장품/미용>스킨케어>토너패드/앰플패드	12x12x10	12x12x10	0.35	12.0	12.0	10.0	Toner pads in a jar, minimal packaging needed. Light weight due to the product's material.
251023FC3714D0	게이밍 기계식 키보드 사무용 저소음 적축 키보드 게임 컴퓨터 키보드 자판	디지털/가전>주변기기>키보드>유선키보드	45x15x5	47x17x7	1.2	47.0	17.0	7.0	Mechanical keyboard with a compact design. Slightly larger box for minimal padding.
250421F8BD581B	메이비베이비 셋업	여성의류 > 셋업/세트 > 정장/셋업 >	40x30x2	40x30x2	0.25	40.0	30.0	2.0	Women's clothing set, folded and packed. Light material with minimal packaging.
250509D9BD1822	The 1st Album [ODYSSEY] (SUNLOVE Limited Edition)(SMART ALBUM)		25x25x3	25x25x3	0.4	25.0	25.0	3.0	Limited edition album typically ships in a box slightly larger than the album size, with minimal padding.
2502030198EFBA	뽀롱뽀롱 뽀로로 비타민C 500정 외 5종 / 유아 키즈 어린이 캐릭터 비타민 캔디	식품>건강식품>비타민제>비타민C	20x20x25	20x20x25	1.2	20.0	20.0	25.0	Vitamin C candy in a plastic jar. The jar is substantial and contains multiple servings.
250405231A8707	최강공룡 미니특공대 렉스카이저 다이노이드 티라 머신 다이노카 공룡 합체로봇 장난감	출산/육아>완구/인형>작동완구>로봇	30x20x15	32x22x18	1.5	32.0	22.0	18.0	Transforming robot toy with multiple components. Includes motors and is heavier than it appears.
250220B78AE286	CHIXLABEL H 아멜 슬릿 스커트 - Pin Stripe	Detail > 교환 / 반품 안내 > 상품 리뷰 (0 ) >	30x20x2	30x20x2	0.25	30.0	20.0	2.0	Skirt is a compressible item, ships smaller than actual size with minimal packaging.
250325A55598D1	최강공룡 미니특공대 렉스카이저 다이노이드 티라 머신 다이노카 공룡 합체로봇 장난감	출산/육아>완구/인형>작동완구>로봇	30x20x15	32x22x18	1.2	32.0	22.0	18.0	Transforming robot toy with multiple components. Includes motors and is heavier than it appears.
241108CD7CF3C1	하리보젤리 초코 마쉬멜로우 소프트키스 200g	홈 > 해외직구 > 식품 > 과자/간식 > 캔디/초콜릿/젤리 >	20x15x5	20x15x5	0.25	20.0	15.0	5.0	200g bag of candy with minimal packaging. Light and compact.
2411256EE7CC2D	하리보젤리 초코 마쉬멜로우 소프트키스 200g	홈 > 해외직구 > 식품 > 과자/간식 > 캔디/초콜릿/젤리 >	20x15x5	20x15x5	0.22	20.0	15.0	5.0	200g bag of marshmallow candies. Minimal packaging with light weight.
25092281AD2204	고릴라왁싱 4in1 멀티 바디트리머 코털제거기 콧털제거기 코털정리기 면도기 충전식 깍기	디지털/가전>이미용가전>코털제거기	20x6x6	22x8x8	0.25	22.0	8.0	8.0	Electric trimmer with multiple heads. Compact design with minimal packaging.
25102581C6C2E0	로지텍 코리아 ALTO KEYS K98M 블루투스 무선 기계식 키보드 마블축 3종 색상	디지털/가전>주변기기>키보드>무선키보드	45x15x5	47x17x7	1.2	47.0	17.0	7.0	Wireless mechanical keyboard with a compact design. Slightly larger box for padding.
250212E93E9B19	엑소 백현 터래기 키링	스타굿즈 > 보이그룹 > 인형/피규어 >	10x8x3	10x8x3	0.05	10.0	8.0	3.0	Keychain plush toy is small and light, minimal packaging required.
250213BBE9C5AE	(국내매장판) 나이키 코르테즈 발렌타인 핑크폼 뉴트럴 핑크 한정판 나이키운동화 우먼스	패션잡화>여성신발>단화>스니커즈	30x20x10	32x22x12	0.8	32.0	22.0	12.0	Women's sneakers with a compact design. Slightly larger box for minimal padding.
250228470223D5	14ml대용량)펩타이드 눈썹영양제 속눈썹영양제 속눈썹에센스 잔머리 두피 연장앰플 아이래쉬세럼 속눈썹펌	화장품/향수 > 이미용소품 > 속눈썹영양제	15x3x3	15x3x3	0.05	15.0	3.0	3.0	14ml eyebrow and eyelash serum in a small tube. Very light and minimal packaging.
25011719CF8849	플러시프렌즈 피규어 키링 가오리 우파루파 덤보문어 오리너구리(platypus)	인형/토이	10x8x5	10x8x5	0.05	10.0	8.0	5.0	Keychain figures are small and light, packaged with minimal padding.
2503046EF85DE3	KickFlip 킥플립 럭키포카 아마루 럭키카드 공방포카	스타굿즈 > 보이그룹 > 팬시/포토카드 >	15x10x1	15x10x1	0.05	15.0	10.0	1.0	Single lucky card in minimal packaging. Very light.
2412160A7C5DB2	마샬 스피커 스탠드 스탠모어 3 2 1 고급 원형 거치대 받침대	디지털/가전>음향가전>스피커>스피커액세서리	30x30x100	32x32x102	3.5	32.0	32.0	102.0	Speaker stand is rigid and requires a sturdy box with minimal padding. Estimated height and base dimensions included.
250521F36786B5	오찌 OTZ [오찌X마가린핑거스] 로마리 밴딩 플랫 슈즈 FLOTFA2W24	패션잡화>여성신발>단화>스니커즈	30x20x10	32x22x12	0.4	32.0	22.0	12.0	Lightweight flat shoes with minimal packaging. Slightly larger box for protection.
2504056321D449	[A6] 밀키북	HOME > 디자인문구 > 다이어리/플래너 > 다이어리 > 다이어리 커버	15x10x2	15x10x2	0.1	15.0	10.0	2.0	Diary cover is thin and light, minimal packaging required.
2504183553F312	최강공룡 미니특공대 렉스카이저 다이노이드 티라 머신 다이노카 공룡 합체로봇 장난감	출산/육아>완구/인형>작동완구>로봇	30x20x15	32x22x18	1.5	32.0	22.0	18.0	Transforming robot toy with multiple components and motors. Estimated packed size includes minimal padding.
250224FEDBD0CF	국내매장품 아디다스 퍼피렛 패딩 신발 슬리퍼 슈퍼스타 홈 삼바 슬립온 방한화 뮬	패션잡화>남성신발>슬립온	30x20x10	32x22x12	0.6	32.0	22.0	12.0	Slip-on shoes with padding. Estimated packed size includes minimal padding.
250427249E9EDC	(미공포 세트) 뮤직아트 엔시티위시 poppop 미공포 포카	스타굿즈 > 보이그룹 > 팬시/포토카드 >	15x10x1	15x10x1	0.05	15.0	10.0	1.0	Set of photo cards, very light and ships in minimal packaging.
25031457376D23	루미너스 LM 그래핀 스프레이 2.0 200ml+다용도 타월 2매 엘엠	생활/건강>자동차용품>세차용품>도장용광택/코팅제	25x10x10	25x10x10	0.35	25.0	10.0	10.0	Graphene spray bottle with two microfiber towels. Compact packaging with minimal padding.
2502113BFEC745	14ml대용량)펩타이드 눈썹영양제 속눈썹영양제 속눈썹에센스 잔머리 두피 연장앰플 아이래쉬세럼 속눈썹펌	화장품/향수 > 이미용소품 > 속눈썹영양제	15x3x3	15x3x3	0.05	15.0	3.0	3.0	14ml eyebrow and eyelash serum in a small tube. Very light and minimal packaging.
2503017ECA5BA6	2023캐럿랜드 세븐틴 정한 캐럿존 트레카 일괄	스타굿즈 > 보이그룹 > 팬시/포토카드 >	15x10x2	15x10x2	0.05	15.0	10.0	2.0	Set of three photo cards in minimal envelope packaging. Very light.
2502280043C984	포켓몬 증명사진 랜덤 미개봉	예술/희귀/수집품 > 희귀/수집품 >	10x10x10	12x12x12	0.15	12.0	12.0	12.0	Random unsealed Pokémon photo cards in small plastic capsules. Light and compact packaging.
241224FD53A8ED	심돌 beatcats 레이라 인형 40cm M사이즈	스타굿즈 > 보이그룹 > 인형/피규어 >	45x30x15	45x30x15	0.35	45.0	30.0	15.0	40cm plush doll. Soft material is very light, with minimal packaging.
25052059F9D6CB	[카드10%] JLPT 일본어 능력시험 한권으로 끝내기 N5 : 최신 개정판	도서/음반>국어와 외국어/사전>일본어>일본어 JPT	21x15x2	21x15x2	0.25	21.0	15.0	2.0	Book is a standard size for textbooks, with minimal packaging.
2501265EECA3AC	RIIZE OFFICIAL FANLIGHT	LOGIN > JOIN > JPN > KOR > ENG > CHN >	30x10x10	32x12x12	0.4	32.0	12.0	12.0	Fanlight is a small electronic item, slightly heavier due to internal components. Minimal padding added for packaging.
250426086F1317	이즈나 공방 포카 정은 일괄로 양도합니다	스타굿즈 > 걸그룹 > 팬시/포토카드 >	15x12x2	15x12x2	0.05	15.0	12.0	2.0	Set of photo cards in minimal envelope packaging. Very light.
2412022A781D9C	세븐틴 공방 미니틴키링 토람이 토람이키링	스타굿즈 > 보이그룹 > 인형/피규어 >	12x10x5	12x10x5	0.08	12.0	10.0	5.0	Mini plush keyring is small and light, packaged with minimal padding.
250131040F5FF0	이재하 서정우 미나 홍예지 메튜 디지몬레진피규어 판매	키덜트 > 피규어/인형 >	25x20x15	30x25x20	0.6	30.0	25.0	20.0	Set of resin figures, estimated size based on average height and width of similar collectibles. Light material.
25030981A32F5E	CHIXLABEL H 앤즈 커티드 티셔츠	undefined > ( 0 ) >	30x20x2	30x20x2	0.15	30.0	20.0	2.0	Long-sleeve t-shirt is compressible and light, ships folded with minimal packaging.
2502164A75360E	DSN Down Puffer Jacket Black	아우터 > 롱패딩/헤비 아우터	50x40x10	30x25x10	0.8	30.0	25.0	10.0	Down puffer jacket is compressible and ships smaller than actual size, with minimal padding.
25050582E8EF7E	[스타벅스] 사이렌 기프팅 글라스 세트 500ml (2P)	생활/건강>주방용품>잔/컵>유리컵	25x20x10	25x20x10	1.2	25.0	20.0	10.0	Set of two glass cups, packaged in a box with minimal padding. Glass is relatively heavy.
25042245CF52E7	[에지리x미피] 내열유리 계량컵 5P 세트 (선물 패키지)	생활/건강>주방용품>제과/제빵용품>계량컵	25x20x10	25x20x10	1.2	25.0	20.0	10.0	Set of 5 measuring cups in a gift package. Glass material is heavier, but the cups are nested for compact shipping.
25010990628AF6	새상품 쓰리타임즈 tht 초커 목걸이	쥬얼리 > 목걸이/펜던트 > 초커 >	20x10x2	20x10x2	0.05	20.0	10.0	2.0	Choker necklace is lightweight and ships in minimal packaging.
250311E0DF3329	헤이즈 만추,바람,라스트윈터	스타굿즈 > 솔로(여) > 음반/영상물 >	25x20x5	25x20x5	0.4	25.0	20.0	5.0	Album set includes multiple items, typical weight for K-pop albums. Minimal packaging.
250504CBCEEFDB	아즈라 크리스탈 갤럭시 버즈3 프로용 이어팁 삼성 SMAPP 인증 정품 호환	디지털/가전>음향가전>이어폰/헤드폰액세서리>캡/솜/팁	10x10x5	12x12x6	0.03	12.0	12.0	6.0	Ear tips are small and light, packaged with minimal padding.
25030454DDF029	코이 퍼피 스트링 파우치	패션잡화>여성가방>파우치	25x20x10	25x20x10	0.25	25.0	20.0	10.0	Pouch made of soft material, estimated size with minimal padding.
250131C1F8190A	아이브 ive 장원영 공방포카	스타굿즈 > 걸그룹 > 팬시/포토카드 >	15x12x2	15x12x2	0.05	15.0	12.0	2.0	Single photo card in minimal envelope packaging. Very light.
2411130EDD7E91	아즈라 크리스탈 갤럭시 버즈3 프로용 이어팁 삼성 SMAPP 인증 정품 호환	디지털/가전>음향가전>이어폰/헤드폰액세서리>캡/솜/팁	10x10x5	12x12x6	0.03	12.0	12.0	6.0	Ear tips are small and light, packaged with minimal padding.
250317587E884B	[노플라스틱선데이] 무료 배송ㅣ 오리지널 태그미 럭키 키링 | NFC 운세 키링 행운의 네잎클로버	패션잡화>패션소품>키홀더	10x5x2	12x7x3	0.05	12.0	7.0	3.0	Keychain is small and lightweight, with minimal packaging needed.
25041710AAD63F	홀리카홀리카 막걸리 브라이트닝 마스크 시트 1ea		20x15x1	20x15x1	0.05	20.0	15.0	1.0	Single sheet mask in minimal packaging. Very light and thin.
250216ACD02437	파스구찌 에스파 카리나 포카 미개봉	스타굿즈 > 걸그룹 > 팬시/포토카드 >	15x10x1	15x10x1	0.03	15.0	10.0	1.0	Single photo card in minimal packaging. Very light.
2504079DA8090B	하츠투하츠 하투하 Yes24 특전 Hearts2Hearts	스타굿즈 > 걸그룹 > 팬시/포토카드 >	18x12x3	18x12x3	0.12	18.0	12.0	3.0	Set of photo cards, thin and light, packaged minimally.
25030645CC04B5	최저가 )엔시티 드림 127 해찬 산리오 타이니참 그립톡	스타굿즈 > 보이그룹 > 팬시/포토카드 >	10x10x2	10x10x2	0.05	10.0	10.0	2.0	Pop socket is a small, light accessory with minimal packaging.
2502237E178B06	폴꾸 투명 미니 탑로더 10개입	인테리어/원예	10x8x2	10x8x2	0.1	10.0	8.0	2.0	Set of 10 mini top loaders, thin and light, packaged with minimal padding.
250223672DB36A	SLOUCHY OFF-SHOULDER SWEATER (PINK)	여성의류 > 니트웨어	40x30x2	40x30x2	0.25	40.0	30.0	2.0	Sweater is a compressible item, shipping smaller than actual size with minimal packaging.
250106376401C5	에일리언 키링	패션소품 액세서리 키링/키케이스	10x5x3	12x7x5	0.05	12.0	7.0	5.0	Plush keychain is small and light, with minimal packaging needed.
2503285BC17273	싸이커스 더스타 유준 포카	스타굿즈 > 보이그룹 > 팬시/포토카드 >	15x10x0.3	15x10x0.5	0.05	15.0	10.0	0.5	Single photo card in minimal envelope packaging. Very light.
2505222C89A93E	아이들 미연 민니 소연 우기 슈화 굿띵 포카 위버스 앨포 we are	스타굿즈 > 걸그룹 > 팬시/포토카드 >	18x12x3	18x12x3	0.15	18.0	12.0	3.0	Set of photo cards with minimal packaging. Cards are thin and light.
250114A706CDA4	세로 패브릭 포스터 (45X65)		45x65x1	45x65x1	0.1	45.0	65.0	1.0	Fabric poster is lightweight and ships flat with minimal packaging.
2411133102376C	medicube[에이지알] 부스터프로 헬로키티 에디션 (11/22 순차출고)	홈 > 상품 유형별 > 디바이스 > undefined >	20x10x5	22x12x8	0.4	22.0	12.0	8.0	Beauty device with minimal packaging. Slightly larger box for protection.
24112707D21B6A	쇼미플러스 2세대 강아지 눈 영양제 눈물 자국	생활/건강>반려동물>강아지 건강/관리용품>영양제	10x5x5	12x7x7	0.15	12.0	7.0	7.0	Eye supplement in a small bottle. Minimal packaging needed.
2509251708BC12	코칸 오브제 디퓨저 180ml		10x10x20	12x12x22	0.5	12.0	12.0	22.0	Diffuser bottle is rigid and contains liquid. Minimal padding added for packaging.
250317C2612F77	미스디올 트윌리 미차 스카프 새상품	패션 액세서리 > 스카프/넥타이 > 스카프 >	90x10x1	90x10x1	0.05	90.0	10.0	1.0	Scarf is thin and light, packaged minimally in a small box.
241211A7B165F6	Velvet Ribbon Belt		100x5x1	100x5x1	0.05	100.0	5.0	1.0	Velvet ribbon belt is lightweight and can be shipped in minimal packaging.
2505149EEDF3FB	아스가르드 12.6 그라운드시트 146017	캠핑>텐트/타프 용품>기타 텐트 부품	50x50x5	50x50x5	1.0	50.0	50.0	5.0	Groundsheet for a tent, estimated to be folded and packed flat. Lightweight material.
2503111C2F881B	포켓몬 증명사진 (pokemon ID picture)	키덜트 > 기타(키덜트) >	15x10x1	15x10x1	0.05	15.0	10.0	1.0	Set of Pokémon ID pictures, thin and light, packaged minimally.
2503125DDE4CC9	뉴트로지나 바디 오일 473mL 2개 대용량 3초 수분 코팅 효과 라벤더 카모마일 추출물	바디케어>바디오일>바디오일	10x10x25	10x10x25	0.9	10.0	10.0	25.0	Two 473mL bottles of body oil. Bottles are light and compact, with minimal packaging.
25050836AAB7FC	Miumiu 가방	가방/지갑 > 여성가방 > 숄더백 >	35x15x25	35x15x25	0.8	35.0	15.0	25.0	Shoulder bag made of leather, estimated size and weight based on typical handbag dimensions.
25010103CBB069	힐링버드 리바이브 노워시 트리트먼트 데미지 리페어, FREE, 200ml, 1개	헤어트리트먼트/팩/앰플	20x6x6	22x8x8	0.25	22.0	8.0	8.0	200ml hair treatment in a spray bottle. Minimal packaging needed.
250329D741E6F4	3~4배!! 제베원 비공굿 랜박	스타굿즈 > 보이그룹 > 팬시/포토카드 >	20x15x3	20x15x3	0.15	20.0	15.0	3.0	Set of multiple photo cards, thin and light, packaged in a small box.
250407B1C09BC6	[커플] 시카고커플룩		40x30x2	40x30x2	0.25	40.0	30.0	2.0	Couple's clothing set, likely lightweight fabric. Minimal packaging needed.
2504223113B772	팔도 비빔면 40개 한박스 도매 대용량 식자재 식당 업소용 box 40봉 40입	식품>라면/면류>라면>봉지라면	40x30x20	40x30x20	5.0	40.0	30.0	20.0	Bulk box containing 40 packets of noodles. Each packet is light, but total weight adds up.
250124045D0A41	농심 신라면 120g 40개 한박스 도매 업소용 대용량 식자재 식당 box 40입 40봉	식품>라면/면류>라면>봉지라면	40x30x20	40x30x20	5.0	40.0	30.0	20.0	Box of 40 packets of ramen, bulk packaging for wholesale. Each packet is light, but total weight adds up.
2505163EB03FEB	블라스크 12 그래핀 워터 퀵 디테일러 500ml 그래핀코팅제 자동차물왁스	생활/건강>자동차용품>세차용품>도장용광택/코팅제	7x7x25	8x8x26	0.55	8.0	8.0	26.0	500ml spray bottle for car detailing. Slightly larger box for minimal padding.
25091063CECAEE	코카콜라직영 코카콜라제로 300ml 24입_C+ BTS 뷔 포토엽서 4장 증정	커피/음료>탄산/청량음료>기타탄산음료	40x30x20	40x30x20	6.5	40.0	30.0	20.0	24 bottles of 300ml Coca-Cola Zero plus 4 photo postcards. Bottles are packed in a box with minimal padding.
250310EB5ADEDA	영케이 안경포카	스타굿즈 > 솔로(남) > 팬시/포토카드 >	15x10x0.2	15x10x0.2	0.03	15.0	10.0	0.2	Single photo card, very light and ships in minimal packaging.
2411163E25402B	Raju Snug Boucle Balaclava 9 Color [11/25 예약배송]	HOME > 여성 >	30x25x10	30x25x10	0.15	30.0	25.0	10.0	Balaclava is made of soft, compressible material. Ships in a compact form.
2505163F963CA3	보이넥스트도어 no genre 뮤뱅 공방포카 리우	스타굿즈 > 보이그룹 > 팬시/포토카드 >	15x10x0.3	15x10x0.3	0.03	15.0	10.0	0.3	Single photo card in minimal envelope packaging. Very light.
2411100E1E3208	아즈라 크리스탈 갤럭시 버즈3 프로용 이어팁 삼성 SMAPP 인증 정품 호환	디지털/가전>음향가전>이어폰/헤드폰액세서리>캡/솜/팁	10x10x5	12x12x6	0.03	12.0	12.0	6.0	Ear tips are small and light, packaged with minimal padding.
250123776C3C5D	플러시프렌즈 피규어 키링 오리 너구리 까오	패션잡화>패션소품>키홀더	10x8x3	10x8x3	0.05	10.0	8.0	3.0	Keychain figure is small and lightweight, ships in minimal packaging.
250423597ECB0B	메탈카드봇S 플레임노바 (재고보유)	출산/육아>완구/인형>작동완구>로봇	30x20x15	30x20x15	1.2	30.0	20.0	15.0	Robot toy with transformation mechanism and motors. Estimated size based on typical packaging for similar toys.
2503109BA6CC9C	[온앤온] 탈부착 카라 트위드 크롭 자켓 NEW4XJ209_24	홈 > NEW -10% > undefined > undefined >	50x40x5	50x40x5	0.6	50.0	40.0	5.0	Cropped jacket made of fabric, ships compressed with minimal padding.
25031428EC5390	전남편의 미친개를 길들였다 단행본 1-3 한정판 풀세트	도서/티켓/문구 > 도서 > 만화 >	22x16x6	22x16x6	1.2	22.0	16.0	6.0	Limited edition comic book set of 3 volumes. Rigid books with minimal padding.
250502CB7AE589	안동제비원 전통식품 쌀조청 국내산 100% 우리쌀 조청 3kg	식품>조미료>물엿/올리고당	15x10x20	15x10x20	3.1	15.0	10.0	20.0	3kg of rice syrup in a plastic container. Slightly heavier due to packaging.
250511B941C563	컬러그램 긱 누드 컬러 커버 틴트 5g	화장품/미용>색조메이크업>립틴트	10x5x2	12x7x3	0.05	12.0	7.0	3.0	Lip tint in a small tube, minimal packaging needed.
25042915E2C2CE	호이의 먹짱강쥐박스	식품>과자/베이커리>스낵>과자/쿠키세트	25x20x10	25x20x10	0.5	25.0	20.0	10.0	Snack box likely contains cookies or snacks, estimated size based on typical packaging for such products.
250131025CFAFA	승리의 여신: 니케 랜덤 고급 모집 티켓	모펀 콜라보 > 모펀 x 4Artists > 비나우 (BNOW) > 앙상블 스타즈!! > 에일리언 스테이지 > 승리의 여신: 니케 > 기타 >	20x15x3	20x15x3	0.1	20.0	15.0	3.0	Set of random high-quality recruitment tickets, thin and light, packaged minimally.
25040733457F39	버릴스 초콜릿 1kg -다크 외4종, 컴파운드 코팅 초콜렛 만들기 재료 다양한 토핑 도구	식품>과자/베이커리>초콜릿	25x20x5	25x20x5	1.05	25.0	20.0	5.0	1kg of chocolate chips in a sealed bag. Minimal packaging adds slight volume.
250225690D23F8	최신상 메노락토 프리미엄 징코 갱년기유산균 YT1 3개월분 휴온스 박미선 유산균	식품>건강식품>영양제>프로바이오틱스	20x10x5	20x10x5	0.15	20.0	10.0	5.0	Probiotic supplement in a flat box. Minimal packaging needed.
