order_id	title_origin	category	new_volume	new_packed_volume	new_weight_kg	new_width_cm	new_depth_cm	new_height_cm	new_reason
251121E6091590	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the products for padding, and the weight includes the batteries and plush material.
251119AB7E5166	프린세스 캐치티니핑 프린세스 팩트 티니핑 프린세스팩트	출산/육아>완구/인형>역할놀이/소꿉놀이>기타역할놀이/소꿉놀이	30x20x15	32x22x17	0.8	32.0	22.0	17.0	The product is a playset with multiple components, requiring a larger box for protection. Estimated weight includes the product and packaging materials.
2511189AA4BA51	최강공룡 미니특공대 렉스카이저 D9 풀셋팝니다	유아동/출산 > 교구/완구/인형 > 캐릭터완구/로봇 > 	50x40x30	50x40x30	4.5	50.0	40.0	30.0	Full set of character robots likely includes multiple figures and packaging. The weight accounts for the density of plastic and the need for protective padding.
2511215F1F02B6	루미너스 엔 프리워시 대용량 갤런 고농축 중성 프리워시 APC 3PH 세차 4L	생활/건강>자동차용품>세차용품>카샴푸	25x20x15	25x20x15	4.2	25.0	20.0	15.0	4L of concentrated car shampoo in a rigid container. The weight includes the product and packaging, which adds density.
2511194154F899	밀워키 M12 UCL-0 LED 언더캐리지 라이트 베어툴	생활/건강>공구>전동공구>전동공구액세서리	40x10x10	45x15x15	1.2	45.0	15.0	15.0	The LED undercarriage light is a long tool that requires a larger box for protection. It has a moderate weight due to its materials and design.
251118BD10A819	코르티스 릴리즈 파티 임시 응원봉 양도	스타굿즈 > 보이그룹 > 응원도구 > 	30x10x10	35x15x15	0.5	35.0	15.0	15.0	The cheering stick is likely around 30cm long and requires additional padding for protection. Lightweight but needs a larger box for safe shipping.
251029A5E812F4	SVT 맥세이프 카드지갑 2차판매		20x15x3	20x15x5	0.15	20.0	15.0	5.0	Card wallet is small and flat, requiring minimal padding. Light weight due to material.
25112189EE9089	Marine Orchid Sachet	홈 > 그랑핸드 > 	15x10x5	18x13x8	0.15	18.0	13.0	8.0	Sachet is small and lightweight, requiring minimal padding. Standard box size for sachets is used.
2511207D7B5039	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, requiring additional space for padding. It has a moderate weight due to its internal components.
251119B2CC7D59	블루아카이브 아리스 에디션 판매합니다(정가)	디지털 > 게임/타이틀 > PC게임 > 	30x25x10	30x25x10	1.2	30.0	25.0	10.0	The product includes multiple accessories and packaging, requiring a box larger than the individual items. Estimated weight accounts for the density of materials and multiple components.
251121868C3371	로지텍 MX Keys Mini 키보드 그라파이트	디지털 > PC/노트북 > 키보드 > 	35x15x5	38x18x8	1.2	38.0	18.0	8.0	The MX Keys Mini keyboard is compact but requires additional padding for protection. The estimated weight includes the keyboard and packaging.
25111874D7A795	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the product for padding, and the weight includes the battery components.
2511158B438A26	밀워키 M18 FAC-0 FUEL 무선 에어 컴프레서 베어툴	공구>유/공압공구>컴프레서	40x30x25	45x35x30	4.5	45.0	35.0	30.0	The air compressor is a medium-sized tool that requires additional padding for protection. It has significant internal components, contributing to a higher weight.
251117CD2E1E55	믹스너트세븐 1kg+1kg	식품>농산물>견과류>혼합견과/견과류세트	30x20x15	30x20x15	2.2	30.0	20.0	15.0	Bulk nut mix totaling 2kg requires a sturdy box for protection. Food items typically weigh 2-6kg when packaged.
251117FCB4C190	밀워키 M18 CV-0 충전청소기 18V 본체 헤파필터 바닥노즐 틈새노즐포함	생활/건강>공구>전동공구>기타전동공구	40x30x20	45x35x25	2.5	45.0	35.0	25.0	Cordless vacuum cleaner with multiple attachments. Requires a larger box for protection and padding, and weighs more due to the motor and battery.
2511178F5F2D44	비비드키친 저당 볶음고추장 300Gx1개	가공식품 > 소스/드레싱 > 기타소스/드레싱	10x10x20	12x12x22	0.45	12.0	12.0	22.0	The sauce bottle is approximately 20cm tall and requires padding for protection. The weight includes the product and packaging.
251116530B6260	메탈카드봇W 블루캅W 헤비아이언 팬텀호넷 타이건 전제품 풀세트 자동차 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	50x40x30	50x40x30	4.5	50.0	40.0	30.0	Full set of transforming robot toys, which typically include multiple figures and require significant padding. The weight is higher due to the materials and mechanisms involved.
25111861F3444F	직방 스마트도어록 SHP-DP960 PLUS 푸시풀 도어락 디지털도어락 지문인식 WIFI	디지털/가전>생활가전>디지털도어록>주키형	30x10x8	35x15x12	1.2	35.0	15.0	12.0	Digital door lock is compact but requires protective packaging. Estimated weight includes the device and additional padding.
25111833589F8F	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the product for padding, and the weight includes the battery components.
251103BCDF1D76	루체 아일랜드식탁 2인용 4인용 수납식탁 테이블 1200 A형	가구/인테리어>주방가구>식탁/의자>아일랜드식탁	130x80x75	135x85x80	35.0	135.0	85.0	80.0	The island table is large and requires significant padding for protection during shipping. The weight accounts for the solid materials typically used in furniture.
2511141D477157	★클리어런스[노르디스크] 정식수입품│우트가르드 13.2 본체 + 집인플로어(ZIF)	스포츠/레저>캠핑>텐트>5-6인용	250x200x150	250x200x150	8.5	250.0	200.0	150.0	Large tent for 5-6 people requires significant space for packing. Weight includes the tent and additional floor cover, typical for camping gear.
2511159DC623DD	Buddies Power Bank (Tomong)	홈 > ALL > POWER BANK > 	20x15x10	20x15x10	0.25	20.0	15.0	10.0	The power bank is designed as a plush keychain, which is small but requires a minimum box size for protection. The weight includes the power bank's components and the plush material.
251116972EFAA4	CU 메타몽 캐리어 중	생활/건강>수집품>이색수집품	40x30x20	42x32x22	2.5	42.0	32.0	22.0	Medium-sized carry-on suitcase with wheels and handle. Requires extra space for padding and protection.
251117E72E5CFB	버디즈 보조배터리 토몽이 그레이 토끼 인형 키링 미니 4500mAh 귀여운 선물 스크런치 증정	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	20x15x10	20x15x10	0.25	20.0	15.0	10.0	Mini plush keyring with a built-in power bank. Requires minimal padding, but the plush material adds some weight.
25111633CACB80	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the product for padding, and the weight includes the batteries and plush material.
25102394D29227	부광약품 온구기 쑥찜팩 15개입 찜질용벨트 1개입	생활/건강>냉온/찜질용품>찜질팩	30x25x15	30x25x15	1.5	30.0	25.0	15.0	The product includes 15 packs and a belt, requiring a larger box for protection. Estimated weight accounts for the bulk of the packs and the belt.
25111578C1B770	프리플로우 archon M1 PRO MAX 8K 자석축 게이밍 키보드 메카닉, 저소음퀵실버	디지털/가전>주변기기>키보드>유선키보드	45x15x5	50x20x10	1.2	50.0	20.0	10.0	Gaming keyboard is larger than standard keyboards and requires padding for protection. Estimated weight includes the keyboard and packaging.
2511115DD9464F	Beats Solo 4 Wireless On Ear Headphone Jennie Special Edition Ruby Red (Korean Ver.)	electronics	25x20x10	30x25x15	0.5	30.0	25.0	15.0	Headphones require a protective box with padding. Estimated weight includes the headphones and packaging.
2511157F13B124	다니엘트루스 디켄터 리드 디퓨저 밤쉘 300ml	세제/방향/살충>방향제>방향제 기타	25x20x15	30x25x20	1.2	30.0	25.0	20.0	The diffuser set includes a glass container and reeds, requiring protective packaging. The weight accounts for the glass material and liquid.
251117E370AE42	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the product for padding, and the weight includes the battery components.
251116540F3F6B	아콘 m1 pro(뒷면파손)	노트북 > PC,키보드 > 마우스 > 스피커	40x15x5	42x17x7	1.2	42.0	17.0	7.0	The keyboard is a medium-sized electronic device that requires additional padding for protection. Estimated weight includes the keyboard and packaging.
251112FA04419B	Casio 50th Anniversary Ring Watch CRW-001-1	accessories	20x15x8	20x15x8	0.25	20.0	15.0	8.0	The watch is a small accessory that requires minimal padding. Standard box size for such items is used.
2511166CAF2808	감자문대(금문댕)+ 미개봉 박문대 향수+ 공식 스티커,메모지 팝니다	스타굿즈 > 보이그룹 > 기타(보이그룹) > 	30x20x15	30x20x15	0.5	30.0	20.0	15.0	Plush doll is approximately 25cm tall and requires extra space for padding. Light material, but the overall weight includes packaging.
251118F508C55E	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the products for protection, and the weight includes the batteries and plush material.
251114458B7BEA	스몰리그 SmallRig SR4576 NP-F970 USB-C 충전식 배터리 (ORANGE) SR4576	카메라 > 카메라용품 > 카메라배터리	12x8x10	20x15x12	0.5	20.0	15.0	12.0	The battery is compact but requires additional padding for protection. Estimated weight includes the battery and packaging.
251115581F4558	에이딕트 오 드 퍼퓸 잇 더 피치 50ml	프래그런스>퍼퓸>향수	15x10x10	20x15x15	0.35	20.0	15.0	15.0	50ml perfume bottle is compact but requires protective packaging. The weight includes the glass bottle and packaging materials.
25111034D832F9	우타프리 미카제 아이 굿즈 일괄	스타굿즈 > 방송/예능/캐릭터 > 팬시/포토카드 > 	30x25x10	30x25x10	0.8	30.0	25.0	10.0	The set includes multiple items like photo cards and a small plush, requiring a box larger than the individual items for protection. Estimated weight accounts for the combined items and packaging.
251111E86003E8	MIDIPLUS MS6 미디플러스 블루투스 모니터 스피커 1통	디지털/가전>음향가전>스피커>스피커단품	25x20x30	30x25x35	3.2	30.0	25.0	35.0	Bluetooth monitor speaker is compact but requires padding for protection. Estimated weight includes internal components typical for speakers.
2511162D827711	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, but it requires additional padding for protection during shipping. The weight accounts for the tool's dense materials and internal components.
251116CA554145	이어맥 팬톤 일체형 고속 충전 대용량 보조배터리 20000mAh 22.5W	디지털/가전>휴대폰액세서리>휴대폰배터리>보조배터리	20x10x5	22x12x8	0.45	22.0	12.0	8.0	The power bank is compact but requires additional space for padding. It is heavier than it appears due to its battery capacity.
251116DE3577DB	UT300A+ 적외선 온도계 (400도)	생활/건강>공구>측정공구>기타측정기	25x15x10	30x20x15	0.5	30.0	20.0	15.0	Infrared thermometer is compact but requires padding for protection. Estimated weight includes the device and packaging.
251102F8ACC9EF	최강공룡 미니특공대 그레이트 렉스카이저 D9 공룡 합체 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	40x30x25	40x30x25	3.5	40.0	30.0	25.0	Large transforming robot toy with multiple components. Robot toys typically weigh 2-5kg due to motors and materials.
2511071D57A523	밀워키 팩아웃 롤링 서랍장 공구함 48-22-8420	생활/건강>공구>수작업공구>공구함	50x40x40	52x42x42	5.5	52.0	42.0	42.0	Rolling tool chest is a large item requiring extra padding for protection. Estimated weight includes the sturdy material and internal components.
251109A2173DE3	Creed Carmina Eau De Parfum 30ml	life	15x10x10	20x15x15	0.25	20.0	15.0	15.0	30ml perfume bottle is small but requires protective packaging. Fragile item needs extra padding.
251023170D1A6C	EPP 벌통(10매상 단상) + 계상 세트 -습도조절용 환기창		40x30x30	42x32x32	2.5	42.0	32.0	32.0	The product is a beehive set which is relatively large and requires protective packaging. The weight accounts for the material density and size.
25111339C6DE4F	KT 갤럭시Z플립5 (F731N) 화이트 256기가 (0083291)		20x10x5	25x15x10	0.5	25.0	15.0	10.0	Smartphone with compact dimensions, requiring additional padding for protection. Estimated weight includes the device and packaging.
251112710A8604	스톰 롤링 썬더 플러스 쓰리볼 롤러백 3볼 볼링가방 볼링용품	스포츠/레저>볼링>볼링가방	50x35x30	50x35x30	8.0	50.0	35.0	30.0	Bowling bag designed to hold 3 balls, which adds significant weight. Each ball typically weighs around 3kg, plus the bag itself.
251111EB34590F	최강공룡 미니특공대  그레이트 렉스카이저 D9 전제품 풀세트 공룡 변신 로봇 장난감	출산/육아>완구/인형>작동완구>로봇	50x40x30	50x40x30	4.5	50.0	40.0	30.0	This is a large transforming robot toy set, which typically requires significant padding and a larger box. The weight is higher due to the materials and components involved.
251029E1DC50BF	최강공룡 미니특공대 그레이트 렉스카이저 D9 공룡 합체 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	40x30x25	40x30x25	3.5	40.0	30.0	25.0	Large transforming robot toy with multiple components. Robot toys typically weigh 2-5kg due to motors and materials.
251113C4707618	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, but it requires additional padding for protection during shipping. The weight accounts for the tool's dense materials and internal components.
25111138CB9092	센트 오브 파라다이스 차량용 방향제(케이스+리필용2개입)	프래그런스>홈 프래그런스>차량용방향제/태그	15x15x5	20x15x10	0.25	20.0	15.0	10.0	The product includes a case and two refills, which are compact but require a bit of padding. The box size is adjusted for protection.
251112153C41B7	MANLi 지포스 RTX 5070 Ti Polar Fox OC D7 16GB 대원씨티에스	홈 > PC주요부품 > 그래픽카드 > 	35x25x10	40x30x15	1.5	40.0	30.0	15.0	Graphics card typically measures around 30cm in length and requires additional padding for protection. The weight includes the card and packaging materials.
251111956CB0CD	인피니트 응원봉 여봉3 + 충전식 배터리	스타굿즈 > 보이그룹 > 응원도구 > 	30x15x10	32x17x12	0.8	32.0	17.0	12.0	Light stick with rechargeable battery requires a box larger than the product for protection. Estimated weight includes the light stick and battery.
2510114706CCB8	MOOD FRAGRANCE SET		25x20x10	25x20x10	0.8	25.0	20.0	10.0	Fragrance set includes a bottle and additional items, requiring protective packaging. The weight accounts for the glass bottle and packaging materials.
251110C99888BF	템포러리 지속력좋은 오드 퍼퓸 미니향수 우디 프로티 머스크 화이트, 50ml, 1개	화장품/미용>향수>여성향수	10x10x15	12x12x18	0.25	12.0	12.0	18.0	50ml perfume bottle requires protective packaging. Fragile item needs extra padding, hence the slightly larger box size.
251109846DDBDC	밀워키 M18 BLHSB-0 18V 브러쉬리스 에어건 베어툴	공구>유/공압공구>에어스프레이건	35x25x15	40x30x20	1.5	40.0	30.0	20.0	The air gun is a power tool that typically requires a larger box for padding and protection. It has a moderate weight due to its motor and materials.
2511116F2374CD	갤럭시 S10e 128GB 특S등급	모바일/태블릿 > 휴대폰 > 휴대폰공기계	16x8x2	24x16x6	0.25	24.0	16.0	6.0	Smartphone dimensions are compact, but require additional padding for protection. Estimated weight includes the phone and minimal packaging.
2511103F5A78F3	템포러리 지속력좋은 오드 퍼퓸 미니향수 우디 프로티 머스크 화이트, 50ml, 1개	화장품/미용>향수>여성향수	10x10x15	12x12x18	0.25	12.0	12.0	18.0	50ml perfume bottle requires protective packaging. Fragile item needs extra padding, hence the slightly larger box.
251108E15BA24E	[미개봉 새상품] 노르디스크 우트가르드 13.2 + 짚인플로어	스포츠/레저 > 캠핑 > 텐트/그늘막 > 	150x30x30	155x35x35	5.5	155.0	35.0	35.0	The tent is a large camping item requiring significant space for packing. The weight accounts for the tent fabric and poles, which are typically heavier than they appear.
251108B0EAF8D5	코르티스 응원봉 미개봉	스타굿즈 > 보이그룹 > 응원도구 > 	30x8x8	30x8x8	0.25	30.0	8.0	8.0	The cheering stick is long and slender, requiring a box that accommodates its length. It's lightweight, typically made of plastic.
251113F2E61250	[S4 EDITION] 김채연 비스포크 컬렉션	홈 > S4 EDITION > 	10x10x15	12x12x18	0.25	12.0	12.0	18.0	30ml perfume bottle requires protective packaging. Fragile item needs extra padding, hence the slightly larger box size.
2511112CAE1A15	MINI FLOSSY LAMP 8colors		30x20x20	35x25x25	1.2	35.0	25.0	25.0	The lamp is medium-sized and requires padding for protection. The weight accounts for the lamp's materials and packaging.
251110249D8F88	에이투 K285 저소음 사무용 멤브레인 유선키보드 LED 풀배열 업무용 사일런스 맥 윈도우 호환	PC주변기기 > 키보드/마우스 주변기기 > 키보드	45x15x5	50x20x10	1.2	50.0	20.0	10.0	Full-sized keyboard with a slim profile. Requires additional padding for protection during shipping.
2511057BDB1D47	노르디스크 아스가르드 12.6 텐트	스포츠/레저 > 캠핑 > 텐트/그늘막 > 	50x20x20	50x20x20	4.5	50.0	20.0	20.0	The tent includes multiple components and requires protective packaging. Estimated weight accounts for the tent fabric and poles, typical for camping gear.
251108CACD08E6	화이트 오드 퍼퓸		15x10x10	20x15x10	0.35	20.0	15.0	10.0	Perfume bottle is small but requires protective packaging. Fragile item needs extra padding.
2511099C542582	메가비스트 썬더가디언	생활/건강>수집품>모형/프라모델/피규어>피규어	30x25x20	35x30x25	1.8	35.0	30.0	25.0	The figure is a robot toy with multiple parts, requiring extra padding for protection. Robot toys typically weigh between 1.5-3kg due to their components.
25070445E014F6	[하마지 아키] 데스크테리어 패키지		40x30x10	40x30x10	1.2	40.0	30.0	10.0	The package includes a keyboard and multiple desk accessories, requiring a larger box for protection. Estimated weight accounts for the density of the materials.
2511113D997122	루미너스 아쿠아 원액 500ml + 세차 압축분무기 습식코팅제	생활/건강>자동차용품>세차용품>도장용광택/코팅제	30x15x15	30x15x15	1.2	30.0	15.0	15.0	The product includes a 500ml bottle and a spray bottle, requiring a box that accommodates both items with padding. The combined weight of the liquid and spray bottle adds to the total weight.
251109302335DA	밀워키 C12 RT-0 충전 로터리 툴 베어툴 12V 로타리툴 C12RT-0	생활/건강>공구>전동공구>충전드릴	30x10x10	35x15x15	1.2	35.0	15.0	15.0	The rotary tool is compact but requires additional padding for protection. The weight includes the tool and packaging materials.
251110D4E6769C	밀워키 M12 FSCIWF38 임팩 렌치 드릴 충전 전동 무선 임팩트	생활/건강>공구>전동공구>충전드릴	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact drill is a compact power tool, requiring a box larger than the product for padding. It typically weighs around 1-2kg due to its motor and battery.
2511081AD9CEAD	템포러리 화이트 오드 퍼퓸 50ml	화장품/미용>향수>남녀공용향수	10x10x15	12x12x18	0.25	12.0	12.0	18.0	50ml perfume bottle requires protective packaging. Fragile item needs extra padding, hence the slightly larger box size.
251108F1C5F679	프리플로우 archon F1 PRO TKL 유무선 8K 게이밍 기계식 키보드 메카닉, 에그스톤축	컴퓨터 주변기기>키보드>기계식키보드	35x15x5	40x20x10	1.2	40.0	20.0	10.0	Mechanical keyboard is compact but requires padding for protection. Estimated weight includes the keyboard and packaging.
2511087A1815E1	스톰 롤링 썬더 시그니처 플러스 쓰리볼 롤러백 3볼 볼링가방 볼링용품	스포츠/레저>볼링>볼링가방	45x35x30	45x35x30	7.0	45.0	35.0	30.0	Bowling bag designed to hold 3 bowling balls, which adds significant weight. Each ball typically weighs around 3kg, plus the bag itself.
251108335A049B	16ft 루트베이스 밀리터리 텐트	스포츠/레저 > 캠핑 > 텐트/그늘막 > 	200x200x30	210x210x35	8.5	210.0	210.0	35.0	16ft military tent is large and requires significant padding for protection. The weight includes the tent fabric and poles, which are typically heavy.
25110478ECCFE4	보닉스 시너지 휠(휠 코팅제) 500ml 자동차	생활/건강>자동차용품>세차용품>휠세정/광택제	25x10x10	30x15x15	0.65	30.0	15.0	15.0	500ml spray bottle for wheel coating. Requires additional space for padding, and the weight includes the liquid and packaging.
251108012F889D	제로빔 H22 올인원 헤드랜턴 LED 충전식 모션센서 해루질 등산 낚시	스포츠/레저>캠핑>랜턴>헤드랜턴	25x20x10	30x25x15	0.5	30.0	25.0	15.0	The headlamp is compact but requires additional space for padding and protection. The weight accounts for the LED components and battery.
251110AD2281A1	루미너스 아쿠아 다이렉트 대용량 갤런 세라믹 세척 코팅제 퀵디테일러 자동차 습식코팅제 관리제 4L	생활/건강>자동차용품>세차용품>도장용광택/코팅제	25x15x30	25x15x30	4.5	25.0	15.0	30.0	4L ceramic coating product in a rigid container. The box size accommodates the container and protective padding.
25110627976878	라운드어라운드 말차 09 퍼퓸 미스트 세트	뷰티/미용 > 향수/아로마 > 남여공용 향수 > 	25x15x10	25x15x10	0.5	25.0	15.0	10.0	Perfume mist set likely contains multiple bottles, requiring a box that accommodates them with protective padding. The weight accounts for the liquid and packaging.
2511106E048E2D	Ilkwang Lighting SNOWMAN15 portable, peach	홈 > LIGHTING > 	25x20x15	30x25x20	1.2	30.0	25.0	20.0	Portable lighting fixture with a compact design. Requires additional padding for protection, and the weight accounts for the materials used.
2511061C6197C8	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, but it requires additional padding for protection during shipping. The weight accounts for the tool's dense materials and internal components.
251104A869CFCF	[5+2] 블랙하비 어도러블 30ml 다우니향 향수 [280]	생활/건강>생활용품>제습/방향/탈취>섬유탈취스프레이	10x10x15	12x12x18	0.25	12.0	12.0	18.0	30ml perfume bottle is small but requires protective packaging. Light weight due to glass and liquid.
2511069A76B288	밀워키 M18 BLHSB-0 브러쉬리스 충전 에어 건 베어툴	공구>전동공구>충전드릴	30x25x10	35x30x15	1.8	35.0	30.0	15.0	The cordless air gun is a medium-sized power tool that requires additional padding for protection. The weight accounts for the tool and its accessories.
