order_id	title_origin	category	new_volume	new_packed_volume	new_weight_kg	new_width_cm	new_depth_cm	new_height_cm	new_reason
251122DA2F6E31	[뷰티디바이스1위] [광채토닝] 메디큐브 에이지알 부스터프로 마이멜로디 에디션 기획세트	기초화장품>스킨케어>스킨케어기기	25x15x10	30x20x15	0.8	30.0	20.0	15.0	The beauty device is likely around 20cm in length and requires additional padding for protection. The weight accounts for the device and packaging materials.
251117330F0D9A	크리드 어벤투스 오드 퍼퓸 100ml 크리드 어벤투스 오드 퍼퓸 100ml	화장품/향수 > 향수 > 남성향수	15x10x10	20x15x15	0.45	20.0	15.0	15.0	100ml perfume bottle requires protective packaging. The box is slightly larger to accommodate padding.
251119C7B8AB3C	블루크로스 큐티클 리무버 32oz / 946ml	화장품/미용>네일케어>네일케어도구	10x10x25	12x12x28	1.1	12.0	12.0	28.0	The cuticle remover bottle is approximately 25cm tall and requires additional space for padding. The liquid content adds weight, making it heavier than it appears.
2511195CC263DC	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the product for padding, and the weight includes the battery components.
251121E6091590	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four mini plush cat power banks. Requires a box larger than the product for padding, and the weight includes the battery components.
251119AB7E5166	프린세스 캐치티니핑 프린세스 팩트 티니핑 프린세스팩트	출산/육아>완구/인형>역할놀이/소꿉놀이>기타역할놀이/소꿉놀이	30x20x15	30x20x15	0.8	30.0	20.0	15.0	The product is a playset with multiple components, requiring a box that accommodates the items and padding. Estimated weight includes the plastic materials and packaging.
2511215F1F02B6	루미너스 엔 프리워시 대용량 갤런 고농축 중성 프리워시 APC 3PH 세차 4L	생활/건강>자동차용품>세차용품>카샴푸	25x20x15	30x25x20	4.5	30.0	25.0	20.0	4L car shampoo in a rigid container requires a larger box for protection. The weight includes the product and packaging.
2511194154F899	밀워키 M12 UCL-0 LED 언더캐리지 라이트 베어툴	생활/건강>공구>전동공구>전동공구액세서리	40x10x10	45x15x15	1.2	45.0	15.0	15.0	LED undercarriage light is a long tool that requires a larger box for protection. Estimated weight includes the tool and packaging.
2511207D7B5039	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, requiring additional space for padding and protection. It typically weighs around 1-2kg due to its motor and battery components.
25111874D7A795	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four cute cat-shaped power banks, each likely around 10-15cm. Requires a box larger than the product for padding and protection.
2511158B438A26	밀워키 M18 FAC-0 FUEL 무선 에어 컴프레서 베어툴	공구>유/공압공구>컴프레서	40x30x25	45x35x30	4.5	45.0	35.0	30.0	The air compressor is a medium-sized tool that requires additional padding for protection. It has a significant weight due to its motor and components.
251117CD2E1E55	믹스너트세븐 1kg+1kg	식품>농산물>견과류>혼합견과/견과류세트	30x20x15	30x20x15	2.1	30.0	20.0	15.0	Bulk nut mix weighing 2kg total. Requires protective packaging, typical for food items.
251117FCB4C190	밀워키 M18 CV-0 충전청소기 18V 본체 헤파필터 바닥노즐 틈새노즐포함	생활/건강>공구>전동공구>기타전동공구	40x30x20	45x35x25	2.5	45.0	35.0	25.0	Cordless vacuum cleaner with multiple attachments. Requires a larger box for protection and padding, and weighs more due to the motor and battery.
2511178F5F2D44	비비드키친 저당 볶음고추장 300Gx1개	가공식품 > 소스/드레싱 > 기타소스/드레싱	10x10x20	12x12x22	0.45	12.0	12.0	22.0	The sauce bottle is likely around 20cm tall and requires padding for protection. The weight includes the bottle and packaging.
251116530B6260	메탈카드봇W 블루캅W 헤비아이언 팬텀호넷 타이건 전제품 풀세트 자동차 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	50x40x30	50x40x30	4.5	50.0	40.0	30.0	Full set of transforming robot toys, typically heavier due to motors and materials. Requires a larger box for protection and padding.
25111861F3444F	직방 스마트도어록 SHP-DP960 PLUS 푸시풀 도어락 디지털도어락 지문인식 WIFI	디지털/가전>생활가전>디지털도어록>주키형	30x10x8	35x15x12	1.2	35.0	15.0	12.0	Digital door lock is a medium-sized electronic device requiring protective packaging. Estimated weight includes the device and additional padding.
25111833589F8F	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four cute cat-shaped power banks, each likely around 10-15cm. Requires a box with some padding for protection, and the total weight includes the batteries.
251103BCDF1D76	루체 아일랜드식탁 2인용 4인용 수납식탁 테이블 1200 A형	가구/인테리어>주방가구>식탁/의자>아일랜드식탁	130x80x75	135x85x80	35.0	135.0	85.0	80.0	The island table is large and requires significant padding for protection during shipping. Estimated weight includes the table's solid construction.
2511141D477157	★클리어런스[노르디스크] 정식수입품│우트가르드 13.2 본체 + 집인플로어(ZIF)	스포츠/레저>캠핑>텐트>5-6인용	250x200x150	250x200x150	8.5	250.0	200.0	150.0	Large tent for 5-6 people requires significant space for packing. Weight includes the tent and additional floor cover, typical for camping gear.
251116972EFAA4	CU 메타몽 캐리어 중	생활/건강>수집품>이색수집품	40x30x20	42x32x22	2.5	42.0	32.0	22.0	Medium-sized carry-on suitcase with wheels and handle. Requires extra space for padding and protection.
251117E72E5CFB	버디즈 보조배터리 토몽이 그레이 토끼 인형 키링 미니 4500mAh 귀여운 선물 스크런치 증정	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	20x15x10	20x15x10	0.25	20.0	15.0	10.0	Mini plush keyring with a built-in power bank. Requires a small box for protection, and the weight includes the battery and plush material.
25111633CACB80	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four cute cat-shaped power banks, each likely around 10-15cm. Requires a box with some padding for protection, and the weight includes the batteries.
25102394D29227	부광약품 온구기 쑥찜팩 15개입 찜질용벨트 1개입	생활/건강>냉온/찜질용품>찜질팩	30x25x15	30x25x15	1.2	30.0	25.0	15.0	The product includes 15 packs and a belt, requiring a box that accommodates the bulk. The weight accounts for the combined items and packaging.
25111578C1B770	프리플로우 archon M1 PRO MAX 8K 자석축 게이밍 키보드 메카닉, 저소음퀵실버	디지털/가전>주변기기>키보드>유선키보드	45x15x5	48x18x8	1.2	48.0	18.0	8.0	Gaming keyboard is larger than standard keyboards and requires additional padding. Estimated weight includes the keyboard and packaging.
2511115DD9464F	Beats Solo 4 Wireless On Ear Headphone Jennie Special Edition Ruby Red (Korean Ver.)	electronics	25x20x10	30x25x15	0.5	30.0	25.0	15.0	Headphones are compact but require extra padding for protection. Estimated weight includes the headphones and packaging.
2511157F13B124	다니엘트루스 디켄터 리드 디퓨저 밤쉘 300ml	세제/방향/살충>방향제>방향제 기타	25x20x15	30x25x20	1.2	30.0	25.0	20.0	The diffuser set includes a glass decanter and reeds, requiring a larger box for protection. Glass items are dense, contributing to the overall weight.
251117E370AE42	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four small plush battery characters. Requires a box larger than the product for protection, and the weight includes the batteries and plush material.
251112FA04419B	Casio 50th Anniversary Ring Watch CRW-001-1	accessories	20x15x10	28x20x15	0.25	28.0	20.0	15.0	The watch is a small accessory that requires additional padding for protection. The packaging size accounts for the watch and protective materials.
251118F508C55E	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	25x20x15	25x20x15	0.5	25.0	20.0	15.0	Set of four cute cat-shaped power banks, each likely around 10-15cm. Requires a box with some padding for protection, and the weight includes the batteries.
251114458B7BEA	스몰리그 SmallRig SR4576 NP-F970 USB-C 충전식 배터리 (ORANGE) SR4576	카메라 > 카메라용품 > 카메라배터리	12x10x8	20x15x10	0.5	20.0	15.0	10.0	The battery is compact but requires additional padding for protection. Estimated weight includes the battery and packaging.
251115581F4558	에이딕트 오 드 퍼퓸 잇 더 피치 50ml	프래그런스>퍼퓸>향수	15x10x10	20x15x15	0.35	20.0	15.0	15.0	50ml perfume bottle requires protective packaging. The box is slightly larger to accommodate padding.
251111E86003E8	MIDIPLUS MS6 미디플러스 블루투스 모니터 스피커 1통	디지털/가전>음향가전>스피커>스피커단품	25x20x30	30x25x35	3.2	30.0	25.0	35.0	Bluetooth monitor speaker is compact but requires padding for protection. Estimated weight includes internal components typical for speakers.
2511162D827711	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, but it requires additional padding for protection during shipping. The weight accounts for the tool's dense materials and internal components.
251116CA554145	이어맥 팬톤 일체형 고속 충전 대용량 보조배터리 20000mAh 22.5W	디지털/가전>휴대폰액세서리>휴대폰배터리>보조배터리	20x10x5	22x12x8	0.45	22.0	12.0	8.0	The power bank is compact but requires additional space for padding. It is heavier than it appears due to the battery's density.
251116DE3577DB	UT300A+ 적외선 온도계 (400도)	생활/건강>공구>측정공구>기타측정기	25x15x10	30x20x15	0.5	30.0	20.0	15.0	Infrared thermometer is a handheld device, requiring a box larger than the product for padding. Estimated weight includes the device and packaging.
251102F8ACC9EF	최강공룡 미니특공대 그레이트 렉스카이저 D9 공룡 합체 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	45x30x25	45x30x25	3.5	45.0	30.0	25.0	Large transforming robot toy with multiple components. Robot toys typically weigh 2-5kg due to motors and materials.
2511071D57A523	밀워키 팩아웃 롤링 서랍장 공구함 48-22-8420	생활/건강>공구>수작업공구>공구함	45x40x40	45x40x40	5.5	45.0	40.0	40.0	Rolling tool chest is a large item requiring a substantial box for protection. The weight accounts for the sturdy materials and internal components.
251109A2173DE3	Creed Carmina Eau De Parfum 30ml	life	15x10x10	20x15x15	0.25	20.0	15.0	15.0	Perfume bottle is small but requires protective packaging. Fragile item, hence the additional padding.
251112710A8604	스톰 롤링 썬더 플러스 쓰리볼 롤러백 3볼 볼링가방 볼링용품	스포츠/레저>볼링>볼링가방	50x35x30	50x35x30	8.0	50.0	35.0	30.0	Bowling bag designed to hold 3 balls, which adds significant weight. Each ball typically weighs around 3kg, plus the bag itself.
251111EB34590F	최강공룡 미니특공대  그레이트 렉스카이저 D9 전제품 풀세트 공룡 변신 로봇 장난감	출산/육아>완구/인형>작동완구>로봇	50x40x30	50x40x30	4.5	50.0	40.0	30.0	Full set of transforming dinosaur robots, likely includes multiple components. Larger size and weight due to motors and plastic materials.
251029E1DC50BF	최강공룡 미니특공대 그레이트 렉스카이저 D9 공룡 합체 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	45x30x25	45x30x25	3.5	45.0	30.0	25.0	Large transforming robot toy with multiple components. Robot toys typically weigh 2-5kg due to motors and materials.
251113C4707618	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, requiring additional space for padding and protection. It typically weighs around 1-2kg due to its motor and metal components.
25111138CB9092	센트 오브 파라다이스 차량용 방향제(케이스+리필용2개입)	프래그런스>홈 프래그런스>차량용방향제/태그	15x15x10	20x15x12	0.35	20.0	15.0	12.0	The product includes a case and two refills, requiring a slightly larger box for protection. The materials are likely lightweight, but the total weight includes the refills.
251110C99888BF	템포러리 지속력좋은 오드 퍼퓸 미니향수 우디 프로티 머스크 화이트, 50ml, 1개	화장품/미용>향수>여성향수	10x10x15	12x12x18	0.25	12.0	12.0	18.0	50ml perfume bottle requires protective packaging. Fragile item needs extra padding, hence the slightly larger box.
251109846DDBDC	밀워키 M18 BLHSB-0 18V 브러쉬리스 에어건 베어툴	공구>유/공압공구>에어스프레이건	30x25x10	35x30x15	1.5	35.0	30.0	15.0	The air gun is a medium-sized power tool that requires additional padding for protection. Estimated weight includes the tool and packaging.
2511116F2374CD	갤럭시 S10e 128GB 특S등급	모바일/태블릿 > 휴대폰 > 휴대폰공기계	16x8x2	24x16x6	0.25	24.0	16.0	6.0	Smartphone dimensions are compact, but require additional padding for protection. Estimated weight includes the phone and minimal packaging.
2511103F5A78F3	템포러리 지속력좋은 오드 퍼퓸 미니향수 우디 프로티 머스크 화이트, 50ml, 1개	화장품/미용>향수>여성향수	10x10x15	12x12x18	0.25	12.0	12.0	18.0	50ml perfume bottle requires protective packaging. Fragile item, hence slightly larger box for padding.
251110249D8F88	에이투 K285 저소음 사무용 멤브레인 유선키보드 LED 풀배열 업무용 사일런스 맥 윈도우 호환	PC주변기기 > 키보드/마우스 주변기기 > 키보드	45x15x5	50x20x10	1.2	50.0	20.0	10.0	Full-sized keyboard requires a larger box for padding. Estimated weight includes the keyboard and packaging.
2511099C542582	메가비스트 썬더가디언	생활/건강>수집품>모형/프라모델/피규어>피규어	30x25x20	35x30x25	1.5	35.0	30.0	25.0	The figure is a robot toy, which typically includes motors and dense materials. The box size accounts for protective packaging.
2511113D997122	루미너스 아쿠아 원액 500ml + 세차 압축분무기 습식코팅제	생활/건강>자동차용품>세차용품>도장용광택/코팅제	30x15x10	30x15x10	1.2	30.0	15.0	10.0	The product includes a 500ml bottle and a spray bottle, requiring a box that accommodates both items with some padding. The combined weight of the liquids and containers adds up to around 1.2kg.
251109302335DA	밀워키 C12 RT-0 충전 로터리 툴 베어툴 12V 로타리툴 C12RT-0	생활/건강>공구>전동공구>충전드릴	30x10x10	35x15x15	1.2	35.0	15.0	15.0	The rotary tool is compact but requires additional space for padding. It has a moderate weight due to its motor and battery components.
251110D4E6769C	밀워키 M12 FSCIWF38 임팩 렌치 드릴 충전 전동 무선 임팩트	생활/건강>공구>전동공구>충전드릴	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, but it requires additional padding for protection during shipping. The weight accounts for the tool's internal components and battery.
2511081AD9CEAD	템포러리 화이트 오드 퍼퓸 50ml	화장품/미용>향수>남녀공용향수	15x10x10	20x15x15	0.35	20.0	15.0	15.0	50ml perfume bottle is small but requires protective packaging. Fragile item needs extra padding.
251108F1C5F679	프리플로우 archon F1 PRO TKL 유무선 8K 게이밍 기계식 키보드 메카닉, 에그스톤축	컴퓨터 주변기기>키보드>기계식키보드	35x15x5	40x20x10	1.2	40.0	20.0	10.0	Mechanical keyboard is compact but requires protective packaging. Estimated weight includes the keyboard and padding.
2511087A1815E1	스톰 롤링 썬더 시그니처 플러스 쓰리볼 롤러백 3볼 볼링가방 볼링용품	스포츠/레저>볼링>볼링가방	45x35x30	45x35x30	7.0	45.0	35.0	30.0	Bowling bag designed to hold 3 bowling balls, which adds significant weight. Each ball typically weighs around 3kg, plus the bag itself.
25110478ECCFE4	보닉스 시너지 휠(휠 코팅제) 500ml 자동차	생활/건강>자동차용품>세차용품>휠세정/광택제	25x10x10	30x15x15	0.65	30.0	15.0	15.0	500ml spray bottle for wheel coating. Requires additional space for padding, and the liquid adds weight.
251108012F889D	제로빔 H22 올인원 헤드랜턴 LED 충전식 모션센서 해루질 등산 낚시	스포츠/레저>캠핑>랜턴>헤드랜턴	25x15x10	30x20x15	0.5	30.0	20.0	15.0	Headlamp is compact but requires additional padding for protection. Estimated weight includes the device and packaging.
251110AD2281A1	루미너스 아쿠아 다이렉트 대용량 갤런 세라믹 세척 코팅제 퀵디테일러 자동차 습식코팅제 관리제 4L	생활/건강>자동차용품>세차용품>도장용광택/코팅제	25x15x30	25x15x30	4.5	25.0	15.0	30.0	4L ceramic coating product in a rigid container. The box size accommodates the container and protective padding.
2511061C6197C8	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	25x20x10	30x25x15	1.5	30.0	25.0	15.0	The impact wrench is a compact power tool, requiring additional space for padding. It has a moderate weight due to its metal and plastic components.
251104A869CFCF	[5+2] 블랙하비 어도러블 30ml 다우니향 향수 [280]	생활/건강>생활용품>제습/방향/탈취>섬유탈취스프레이	10x10x15	12x12x18	0.15	12.0	12.0	18.0	30ml perfume bottle is small but requires protective packaging. The box size is slightly larger to accommodate padding.
2511069A76B288	밀워키 M18 BLHSB-0 브러쉬리스 충전 에어 건 베어툴	공구>전동공구>충전드릴	30x25x10	35x30x15	1.8	35.0	30.0	15.0	The cordless air gun is a medium-sized power tool that requires additional padding for protection. The weight includes the tool and its accessories.
2511091448ECBB	(래피드트리거, 실시간 업데이트) TFG Magnetox XF 듀얼 8K 가스켓 자석축 게이밍키보드 써피, POLARIS(마그네틱축)	디지털/가전>주변기기>키보드>유선키보드	45x15x5	48x18x8	1.2	48.0	18.0	8.0	Gaming keyboard is larger than standard keyboards and requires additional padding. Estimated weight includes the keyboard and packaging.
251108178AC272	한성 TFG 매그니톡스 XF 8K 래피드트리거 동그리 모카코코아, 자석축, 35g	디지털/가전>주변기기>키보드>유선키보드	45x15x5	50x20x10	1.2	50.0	20.0	10.0	The wired keyboard is larger than typical small items and requires padding for protection. Estimated weight includes the keyboard and packaging.
251106CEF11AE6	뮤지콤LAB EFX MK-VI 기타이펙터 /Audio Controller	생활/건강>악기>음향기자재>이펙터	45x15x10	50x20x15	1.5	50.0	20.0	15.0	The audio controller is a medium-sized electronic device that requires additional padding for protection. Estimated weight includes the device and packaging.
251108CA02C214	BONFLAG 캠핑 에어쇼파 에어소파 의자 2인용_블랙	스포츠/레저>캠핑>캠핑가구>캠핑의자	90x70x20	90x70x25	2.5	90.0	70.0	25.0	The air sofa is large and requires a box that accommodates its inflated size. Lightweight material but needs extra padding for protection.
2511095BBC617D	비비앙 니치 섬유향수 월넛크릭그린100ml	생활/건강>생활용품>제습/방향/탈취>섬유탈취스프레이	20x10x10	22x12x12	0.25	22.0	12.0	12.0	100ml fabric spray bottle is small but requires protective packaging. Light liquid product with minimal added weight.
2511011C4CEBB3	Creed Carmina Eau De Parfum 75ml	life	25x10x10	30x15x15	0.5	30.0	15.0	15.0	Perfume bottle is fragile and requires protective packaging. The box size accounts for padding and the bottle's density.
251101FB8FF7CF	Casio 50th Anniversary Ring Watch CRW-001-1	accessories	20x15x8	20x15x8	0.25	20.0	15.0	8.0	The watch is a small accessory that requires minimal padding. It fits within a compact box size, and the weight is light due to its materials.
25102812A5379F	라보코스메티카 소분통 500ml 소분용기	생활/건강>자동차용품>세차용품>세차패키지	25x10x10	30x15x15	0.35	30.0	15.0	15.0	500ml spray bottle requires a larger box for protection and padding. The weight includes the bottle and packaging.
2511052A1AC082	(래피드 트리거, 실시간 업데이트) TFG Magnetox XL 듀얼 8K 가스켓 자석축 게이밍키보드 써피, POLARIS(마그네틱축)	디지털/가전>주변기기>키보드>유선키보드	40x15x5	42x17x7	1.2	42.0	17.0	7.0	Gaming keyboard is a medium-sized electronic device. Added padding for protection during shipping.
251103C84C9BF9	Casio 50th Anniversary Ring Watch CRW-001-1	accessories	20x15x8	20x15x8	0.25	20.0	15.0	8.0	The watch is a small accessory that requires minimal padding. It fits within a compact box size.
2511051E40AB95	카카오프렌즈 춘식이 무드등 무선 미니 가습기 KHU-100C	디지털/가전>계절가전>가습기>초음파식가습기	20x20x15	25x25x20	1.2	25.0	25.0	20.0	Mini humidifier with a decorative figure inside. Requires extra padding for protection, and the weight includes internal components.
2511055E347C87	웁시 고농축 스노우폼 카샴푸 프리워시 500ml	생활/건강>자동차용품>세차용품>카샴푸	10x10x25	12x12x28	0.65	12.0	12.0	28.0	The product is a 500ml car shampoo bottle, which requires a box slightly larger than the bottle for padding. The weight includes the bottle and packaging.
2511038014C45D	스너글 블루밍 부케 섬유탈취제 150ml	생활/건강>생활용품>제습/방향/탈취>섬유탈취스프레이	25x7x7	25x7x7	0.25	25.0	7.0	7.0	The fabric deodorizer spray is a 150ml bottle, requiring minimal packaging. It's lightweight due to its liquid content.
2511063DBFD9C7	(대구신세계)6am 디퓨저 세트	조명/인테리어 > 아로마/캔들용품 > 기타/아로마캔들용품	25x20x10	25x20x10	1.2	25.0	20.0	10.0	Aromatherapy diffuser set likely includes multiple components and requires protective packaging. Estimated weight accounts for the materials used in the diffuser and packaging.
251104A5D434F3	[11월올영픽/원필PICK] 애프터블로우 오 드 퍼퓸 10종 택1	프래그런스>퍼퓸>향수	15x10x10	20x15x15	0.25	20.0	15.0	15.0	Perfume bottle is small, typically around 10cm in height. Requires additional padding and a slightly larger box for protection.
2511052D436042	[블프특가] [장원영PICK] 메디큐브 에이지알 부스터프로 마이멜로디 에디션 / 부스터프로 라인업 	기초화장품>스킨케어>스킨케어기기	25x10x8	30x15x12	0.5	30.0	15.0	12.0	The skincare device is compact but requires additional padding for protection. Estimated weight includes the device and packaging.
25110592488038	리드볼트 몬딱 여행용 캐리어 77cm(28인치), 다크그레이	패션잡화>여행용가방/소품>중대형 캐리어	80x50x30	82x52x32	4.5	82.0	52.0	32.0	Large 77cm (28-inch) suitcase requires extra padding for protection. Estimated weight includes the suitcase and typical packing materials.
25110482C22099	헤트라스 프리미엄 대용량 디퓨저 500mlx3개 선물세트 실내방향제 인테리어 플라워스토어	가구/인테리어>인테리어소품>아로마/캔들용품>아로마방향제/디퓨저	30x20x15	30x20x15	1.5	30.0	20.0	15.0	Set of three 500ml diffusers requires a sturdy box for protection. The total weight includes the glass bottles and packaging.
25103109040A7A	Casio MTP-B185D-2A2V	accessories	20x15x8	20x15x8	0.25	20.0	15.0	8.0	The watch is small and requires minimal padding. Standard box size for accessories like watches.
251102EECB6A6F	카시오 스탠다드 스퀘어 터콰이즈 블루 아날로그 남자메탈시계 MTP-B185D-2A2	패션잡화>시계>패션시계>메탈밴드시계	20x20x8	20x20x8	0.25	20.0	20.0	8.0	The watch is a standard analog model with a metal band, requiring minimal padding. Light weight due to metal and glass materials.
251102CEF0100D	알로코리아 미니 도킹형 고속충전 갤럭시 아이폰 올인원 보조배터리 20W 5000mAh	디지털/가전>휴대폰액세서리>휴대폰배터리>보조배터리	15x8x5	20x12x8	0.25	20.0	12.0	8.0	The power bank is compact and lightweight, requiring a slightly larger box for padding. Estimated weight includes the device and minimal packaging.
251103908D9649	카시오 클래식 캘린더 스퀘어 프리버클 남자 메탈 시계 MTP-B185D-7A	패션잡화>시계>패션시계>메탈밴드시계	20x15x8	20x15x8	0.25	20.0	15.0	8.0	The metal watch is compact but requires a minimum box size for protection. Light weight due to metal construction.
251103DB62A953	위프 탈취제 WHIFF 화장실 담배 새집증후군 홀애비 소변기 초강력 냄새 제거 4개	생활/건강>생활용품>제습/방향/탈취>실내탈취제	25x20x15	25x20x15	1.2	25.0	20.0	15.0	Set of 4 deodorizing containers, each requiring protective packaging. Estimated weight includes the density of the materials.
25110199D56835	(가성비 사무용 키보드) GK797PRO 3모드 폼떡 가스켓 기계식키보드 오션 화이트, 에그스톤 도각, 45g	디지털/가전>주변기기>키보드>무선키보드	40x15x5	42x17x7	1.2	42.0	17.0	7.0	The keyboard is a standard size, requiring a slightly larger box for padding. The weight includes the keyboard and packaging materials.
251102412B2790	마그웻 커브폴 세차밀대 세차봉 마그봉 차량용 밀대+카다시	생활/건강>청소용품>밀대/패드	120x15x15	125x20x20	1.2	125.0	20.0	20.0	The product includes a long cleaning pole and a cleaning pad, requiring a larger box for protection. The weight accounts for the materials used in the pole and pad.
