order_id	item_id	product_id	product_version_id	title_origin	title_target	category	custom_category	site_name	product_details	product_info_details	materials	clothing_materials	hscode	thumbnail_urls	thumbnail_count	price_origin	price_krw	product_url	actual_weight	actual_dimensions	actual_d1	actual_d2	actual_d3	actual_max	actual_mid	actual_min	actual_volume_m3	actual_volume_cm3	actual_volume_L	volumetric_weight	ai_weight_kg	ai_width_cm	ai_depth_cm	ai_height_cm	ai_max	ai_mid	ai_min	ai_volume_m3	ai_volume_cm3	ai_volume_L	ai_volume_str	ai_packed_volume_str	weight_error	volume_error	max_error	mid_error	min_error	avg_dim_error	shipping_date	order_created_at	weight_range
25050915DEA594	ac11d14c-85e2-47e7-930e-1364dd15b8f4	57604b41-6286-48b5-96c2-2a2f9d7e8302	5a2a08bd-71a0-4089-a419-5e05de847b3b	mfnt엠에프엔티 플레이 볼드 스몰백 중고 팝니다	mfnt MFエンティプレイボールドスモールバック中古ポップ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"mfnt MFエンティプレイボールドスモールバック中古ポップです使用感あります~ バッグ自体はきれいですが、ひもが革なので使用感が見えます。。 返品取引~

mfnt엠에프엔티 플레이 볼드 스몰백 중고 팝니다
사용감있어요~ 가방 자체는 깨끗한데 끈이 가죽이라 사용감 보이네요. 반택거래합니다~"	Cotton, Cow Leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/5a2a08bd-71a0-4089-a419-5e05de847b3b.jpg	4	35000.0	3592.0	https://m.bunjang.co.kr/products/284714041	0.615	29.8x24.9x12.9	29.8	24.9	12.9	29.8	24.9	12.9	0.009572058	9572.058	9.572058000000002	1.595	0.4	12.0	10.0	15.0	15.0	12.0	10.0	0.0018	1800.0	1.8			-0.3495934959349593	-0.8119526647247646	-0.4966442953020134	-0.5180722891566265	-0.2248062015503876	-0.4131742620030091	2025-05-16 10:52:17	2025-05-25 05:03:28.540	0.5-1kg
250503D5D9139C	97e6cee6-c92d-4b14-80da-157032c3f420	3e5303bf-9b69-42d2-99ce-4854f683f621	a3ae89c9-7044-4607-9b37-b381e8c4ae57	로사케이 카바스 모노그램 토트 S	ロサケカバスモノグラムトートS	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"何度も使用しないで、状態はとてもきれいです。^^ 構成:バッグ+本物のカード+ダストバック
🔺
すべての取引は安全な支払いのみ可能です^^ 
🔺
宅配便を送る前に検収と証拠の動画を撮影して送信します
！

몇번 사용안해서 상태 아주 깔끔하고 좋습니다^^
구성:가방+정품카드+더스트백
🔺모든 거래는 안전결제만 가능합니다^^
🔺택배 보내기전 검수 및 증거동영상 촬영하고 보내드립니다!"	Synthetic, Cowleather		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/a3ae89c9-7044-4607-9b37-b381e8c4ae57.jpg	8	80000.0	8209.0	https://m.bunjang.co.kr/products/229942583	0.885	35.7x25.4x15.8	35.7	25.4	15.8	35.7	25.4	15.8	0.014327124	14327.124	14.327124	2.388	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			-0.0960451977401129	-0.7906069634073105	-0.4397759103641457	-0.4094488188976378	-0.3670886075949367	-0.4054377789522401	2025-05-16 09:05:05	2025-05-22 05:01:51.402	0.5-1kg
250424FA3A598F	35706905-4560-44fe-85ab-63375e146d79	f6ae9b62-08f4-4553-bac2-787562b02968	7ed869bd-f8be-4730-a96e-86513716c6fd	정품)구찌가방	本物）グッチバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"交換払い戻し不可 本物のグッチバッグ 適度なサイズで気軽にどこにも似合います 使用感があり安く持ち上げます ~~~

교환 환불 불가
정품 구찌가방
적당한 사이즈로 부담없이 어디에나 잘 어울려요
사용감이 있어 저렴하게 올려요 ~~~"	leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/7ed869bd-f8be-4730-a96e-86513716c6fd.jpg	1	120000.0	12669.0	https://m.bunjang.co.kr/products/240592512	0.995	34.8x25.1x22.4	34.8	25.1	22.4	34.8	25.1	22.4	0.0195659519999999	19565.951999999997	19.565951999999996	3.261	1.5	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			0.507537688442211	-0.6994779502678939	-0.1954022988505746	-0.1633466135458167	-0.5535714285714285	-0.3041067803226066	2025-04-30 14:35:55	2025-05-10 14:03:05.327	0.5-1kg
250422C07C7415	95f175ec-0e56-4d18-aeec-55296d8b7114	c7867c54-ba1e-45f9-a44a-9bc3104b6c13	41f38607-9b26-4c53-b21f-954f67e5bf7b	린도 오똔백 스몰 브라운	りんどおやつスモールブラウン	가방/지갑 > 여성가방 > 토트백 > 	Leather bag	bungae		"https://www。lindoshop。kr/product/untitled-2-4リンドレザーバッグはオレンジバックのスモールです。。 報酬のため、小さなバッグが処分中です。！ 革の特性上、一度使用するとしわがあります。、 考えることができる人を購入してください。！ 中古製品の特性上、交換払い戻し不可、 中古製品の特性をご理解の方のみご購入ください！

https://www.lindoshop.kr/product/untitled-2-4

린도 가죽가방 오똔백 스몰입니다.
보부상이라 작은가방 처분중이라 올려요! 
가죽특성상 한번 사용하면 주름이 가는거라,
감안가능하신분 구매부탁드립니다! 

중고제품 특성상 교환환불 불가, 
중고제품 특성을 이해하시는 분만 구매해주세요!"	cowleather		4202212000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/41f38607-9b26-4c53-b21f-954f67e5bf7b.jpg	9	75000.0	7919.0	https://m.bunjang.co.kr/products/328712710?ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC	0.485	27.3x18.1x16.4	27.3	18.1	16.4	27.3	18.1	16.4	0.008103732	8103.732000000001	8.103732	1.351	0.4	12.0	10.0	15.0	15.0	12.0	10.0	0.0018	1800.0	1.8			-0.1752577319587628	-0.7778801174569939	-0.4505494505494505	-0.3370165745856354	-0.3902439024390243	-0.3926033091913701	2025-04-29 12:44:50	2025-05-02 14:01:55.189	0-0.5kg
250414FB39DA2E	85f34fec-6e4e-4e5a-955b-f4445e504fed	e139a7d9-44f4-4ad1-b2ac-92fd78cbfc92	3e9a152d-54b9-45c8-8c31-42474fa1ae53	펜디 피카부 토트백	フェンディピカブトートバッグ	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"横12縦9幅2。5 ピカブ白参兼マイクロバックアクセサリー 2年前頃ギャラリアイーストで購入カード程度は入るサイズ行は着脱可能 ひも調節可能ボックスあり レシートなし

가로12 세로9 폭2.5
피카부 백참 겸  마이크로 백 악세서리

2년전쯤 갤러리아 이스트에서 구입 
카드 정도는 들어가는 크기
줄은 탈부착 가능 
끈 조절 가능 
박스 있음 
영수증 없음"	Synthetic Leather		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/3e9a152d-54b9-45c8-8c31-42474fa1ae53.jpg	12	250000.0	26394.0	https://m.bunjang.co.kr/products/328014136	0.285	22.0x16.1x8.8	22.0	16.1	8.8	22.0	16.1	8.8	0.00311696	3116.9600000000005	3.1169600000000006	0.519	1.0	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			2.508771929824562	0.8864534674811352	0.2727272727272727	0.3043478260869564	0.1363636363636362	0.2378129117259551	2025-04-22 11:21:19	2025-05-03 08:03:51.390	0-0.5kg
250409F03567C6	c1c3f471-88ff-4b5b-879d-51df12fee6b1	95b38a76-6cbf-4d7c-bcaf-593fbbc244d1	234399df-1741-469f-854c-3b15832e226b	새상품) 분크 필굿 토트 스몰 라벤더	新商品）ブンクフィルグッドトートスモールラベンダー	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"ラベンダーカラーは新商品です
マグネットでより広く演出でき、収納も多めです

라벤더컬러 새상품입니다
자석으로 더 넓게 연출할 수 있고 수납도 넉넉합니다"	cowhide leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/234399df-1741-469f-854c-3b15832e226b.jpg	8	120000.0	12669.0	https://m.bunjang.co.kr/products/302006461	0.98	36.9x25.8x16.9	36.9	25.8	16.9	36.9	25.8	16.9	0.016089138	16089.138	16.089138	2.682	0.4	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			-0.5918367346938775	-0.8135387986603135	-0.4579945799457994	-0.4186046511627907	-0.408284023668639	-0.4282944182590764	2025-04-18 11:04:43	2025-04-23 05:03:35.191	0.5-1kg
2504100183B9A5	a2540ee4-98ee-4e67-bde6-079ad117a4c9	c4782dba-670b-4d29-b1d8-ebc057924114	a5a37337-eb2b-4626-bac8-490ff129874a	구찌 토트백 숄더백	グッチトートバッグショルダーバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"基本的な生活感があります革生活使用感があります
ジャガードボディ部分、内部状態は大丈夫です
全体的にきれいな体調です。



フルグッチシグネチャーGGパターン /グッチムード好きなら、リーズナブルな価格に連れて行ってください:)



横33、5 縦 31
（約誤差があります)




ღ詳細写真は最大限にお持ちいただいておりますので、製品に気になったものは詳細カットを参考にしてください。
ღ中古製品の性質上、交換または返金は難しい状態です。
ღ中古、ヴィンテージにご理解をお持ちの方のみご購入お願いします。
ღ無理なネゴや意味のない刺すような食事の連絡先の答えはありませんღ
ෆ宅配便は箱詰めに出ます4、000ウォンです。

기본 생활감 있습니다 가죽 생활사용감 존재 합니다
쟈가드 바디부분,내부 상태 괜찮습니다
전체적으로 깔끔한 컨디션 입니다



전체 구찌 시그니처 GG패턴 /구찌 무드 좋아하시면 합리적인 가격에 데려가세요:)



가로 33,5 세로 31
(약 오차 있을수 있습니다)




ღ상세사진 최대한으로 올려드리고 있으니 제품에 궁금하신건 상세컷 참고해주세요ღ
ღ중고제품 특성상 교환 또는 환불은 어렵습니다 상태 괜찮은 제품들이나 보이는 혹시모를 큰 하자가 있을시 상세글 기재하며 안내드립니다ღ
ღ중고,빈티지에 이해도 있으신분만 구매 부탁드리며 예민하신분은 그냥 새상품구매를 추천합니다ღ
ღ무리한네고 또는 의미없는 찔러보기식의연락 답변 안드립니다ღ
ෆ택배비는 박스포장으로 나가며 4,000원입니다ෆ"	out: Denim Canvas, cowhide		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/a5a37337-eb2b-4626-bac8-490ff129874a.jpg	11	167000.0	17632.0	https://m.bunjang.co.kr/products/263646664	0.815	35.1x27.9x16.8	35.1	27.9	16.8	35.1	27.9	16.8	0.016452072	16452.072	16.452072	2.742	0.8	30.0	10.0	15.0	30.0	15.0	10.0	0.0045	4500.0	4.5			-0.01840490797546	-0.726478221101877	-0.1452991452991453	-0.4623655913978494	-0.4047619047619047	-0.3374755471529664	2025-04-17 13:14:58	2025-04-24 08:03:14.584	0.5-1kg
25040918149F0D	fcfb9a22-11d3-4c0c-8efa-47acd166d472	63875322-9112-4ae9-bcba-1cb62f1cb173	2704cea3-247c-450a-8ee3-188953e4cbb8	펜디 브라운 미니 토트백	フェンディブラウンミニトートバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"フェンディブラウンファブリックミニトートバッグ
（デジタル保証書あり）譲渡可能

横一番上の部分19/一番下の部分13-14
縦13/幅13-14/紐長16
（測定方法によっては1〜3cmの誤差がある場合があります）

前の隠喩まで確認してください！ 

*ビンテージ特性上、見つからなかった微細な異炎や欠陥がある可能性があります。
*交換、払い戻しはできません。

펜디 브라운 패브릭 미니 토트백
(디지털 보증서 있음) 양도 가능

가로 맨 윗 부분 19/맨 밑 부분 13-14
세로 13 / 폭 13-14 / 끈 길이 16
(측정 방식에 따라 1-3cm의 오차가 있을 수 있습니다)

앞 은장 까짐 확인해주세요! 

*빈티지 특성 상 발견하지 못한 미세한 이염 및 하자가 있을 수 있습니다.
*교환, 환불은 불가합니다."	Composition leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/2704cea3-247c-450a-8ee3-188953e4cbb8.jpg	9	237500.0	25075.0	https://m.bunjang.co.kr/products/324999586	0.335	20.4x27.9x10.5	20.4	27.9	10.5	27.9	20.4	10.5	0.0059761799999999	5976.179999999999	5.976179999999999	0.996	0.8	25.0	10.0	20.0	25.0	20.0	10.0	0.005	5000.0	5.0			1.388059701492537	-0.163345146899859	-0.103942652329749	-0.0196078431372548	-0.0476190476190476	-0.0570565143620171	2025-04-16 10:01:44	2025-05-22 14:01:18.399	0-0.5kg
250409FDC0E63C	a2695636-101d-4bdf-bc84-1ef68983b9bd	340bf9ea-efb7-4d09-aca5-e91478d5f3fb	9c45e56e-f0d0-43e5-8d16-17881cd600a9	펜디 맘마백 데님	フェンディママバックデニム	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"本物のデニムママバッグ
年式コントラストの状態は大丈夫です。
濃い青のデニムですが、写真では明るくなります。

정품 데님 맘마백
연식대비 상태는 괜찮은편
더진한 청색데님인데 사진상으로는 더 밝게 나오네요"	cotton		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/9c45e56e-f0d0-43e5-8d16-17881cd600a9.jpg	8	504990.0	53315.0	https://m.bunjang.co.kr/products/291604951	0.945	38.0x26.0x16.0	38.0	26.0	16.0	38.0	26.0	16.0	0.015808	15808.0	15.808	2.635	1.0	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			0.0582010582010582	-0.6280364372469636	-0.2631578947368421	-0.1923076923076923	-0.375	-0.2768218623481781	2025-04-16 10:01:44	2025-05-22 14:03:20.657	0.5-1kg
2504094D963F1C	08d6a9ee-dfe2-4978-8a8a-a018d6320bdc	bff45383-b74a-4cee-9cfd-dea111821096	c0e20c2b-d812-4a06-9dba-2843bc6bd28a	프라다 나일론 토트백 블랙	プラダナイロントートバッグブラック	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"プラダナイロントートバッグです

*   色: ブラック
*   素材: ナイロン

프라다 나일론 토트백입니다

*   색상: 블랙
*   소재: 나일론"	nylon		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/c0e20c2b-d812-4a06-9dba-2843bc6bd28a.jpg	2	30000.0	3168.0	https://m.bunjang.co.kr/products/326459920	0.505	20.5x30.8x15.1	20.5	30.8	15.1	30.8	20.5	15.1	0.00953414	9534.14	9.53414	1.589	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			0.5841584158415842	-0.6853413102807384	-0.3506493506493506	-0.2682926829268293	-0.3377483443708609	-0.3188967926490136	2025-04-16 10:01:44	2025-04-18 14:02:23.889	0.5-1kg
25040800A24AC5	56a0a7f2-9a86-4ba0-b101-03986ffe6558	45c3d7d4-5bac-4aff-8900-3e08c61ec560	48e1b3b7-6278-4c30-ac1c-e15bfa26afa1	분크 토크 토트 Bebe Pink	ブンクトルクトート Bebe Pink	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"実着3回
しないでください。新しい商品のようです。！！

실착 3회
하자없구 새상품같아요!!"		Shell: 100% Synthetic Leather   Lining: 100% Polyester	4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/48e1b3b7-6278-4c30-ac1c-e15bfa26afa1.jpg	4	95000.0	10030.0	https://m.bunjang.co.kr/products/234906727	0.965	23.6x32.4x22.0	23.6	32.4	22.0	32.4	23.6	22.0	0.01682208	16822.079999999998	16.82208	2.804	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			-0.1709844559585491	-0.8216629572561776	-0.382716049382716	-0.364406779661017	-0.5454545454545454	-0.4308591248327595	2025-04-16 10:01:44	2025-04-19 08:02:30.928	0.5-1kg
25040828561E52	9d2677fd-c5fc-42d8-94ed-06d5b203fc05	fc7a03f8-c050-4883-aeeb-c948eae10b95	a53dc52d-f912-4e75-abb4-f3ca2f33f22c	펜디 FENDI 토트백 (무료배송)	フェンディFENDIトートバッグ （無料配送)	가방/지갑 > 여성가방 > 토트백 > 	Handbag	bungae		"フェンディ（本物) FENDI トートバッグ、 宅配便を含む価格です。 

カラーブラック、 横23、 縦17、 幅11、 サイズスモール 

使用感あり（金匂い、 コーナー使用感) 単品です ~

ありがとう ^^

펜디(정품) FENDI 토트백, 택배포함 가격입니다 

색상 블랙, 가로 23, 세로 17, 폭 11, 사이즈 스몰 

사용감 있습니다(금장 까짐, 모서리 사용감) 단품입니다 ~

감사합니다 ^^"	Pequin leather, Shiny leather		4202211090	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/a53dc52d-f912-4e75-abb4-f3ca2f33f22c.jpg	11	250000.0	26394.0	https://m.bunjang.co.kr/products/325758797	0.67	22.2x32.3x15.4	22.2	32.3	15.4	32.3	22.2	15.4	0.011042724	11042.724	11.042724	1.84	0.8	20.0	10.0	25.0	25.0	20.0	10.0	0.005	5000.0	5.0			0.1940298507462686	-0.5472131695041912	-0.2260061919504643	-0.099099099099099	-0.3506493506493506	-0.2252515472329713	2025-04-15 09:07:57	2025-04-18 14:02:11.334	0.5-1kg
2504036DAE6680	7b7801d1-e55b-4a3c-bee9-f12032d60870	52ce5367-d272-4cb6-8be2-47cbe0b0496e	5227c2ab-09af-4104-bf2e-2a2e56b762cd	분크 토크 토트 스몰 블랙 (악세사리 포함)	ブンクトルクトートスモールブラック(アクセサリー含む)	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"⭐️+) 価格下げる代わりに決済前に稲妻トークいただくと購入方法ご案内いたします⭐️
ここでもっと降ろすつもりはない

ブンクトートバッグ販売

中にいつも紙を入れてくしゃくしゃ比較的少ない一方でダストバッグに入れて送ります

私は目に大きな汚れがありませんでした。 
手元気なハンドルやファスナーストラップを含む表側の両方の革
クリーナーで拭き、革専用のエッセンスコーディング剤で拭いておきました
内側は外側に比べて汚れがまったくありませんでした。
この部分は参考にして購入してください

中古製品の性質上、返金は難しい

⭐️+) 가격 내린 대신에 결제 전에 번개톡 주시면 구매방법 안내해 드릴게요⭐️
여기서 더 내릴 생각은 없습니다

분크 토트백 판매합니다

안에 항상 종이 넣어놔서 구겨짐 상대적으로 덜 한편이고 더스트백에 넣어서 보내드려요

겉은 제 눈엔 큰 얼룩 없긴 했는데 혹시 몰라서 
손 잘타는 손잡이나 지퍼 끈 포함한 겉면 모두 가죽
클리너로 닦고 가죽 전용 에센스 코딩제로 닦아놓았습니다
내부는 외부에 비해선 얼룩이 아예없진 않은것 같아서
이 부분은 참고해 주시고 구매해주세요

중고제품 특성상 환불은 어렵습니다"	cow leather		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/5227c2ab-09af-4104-bf2e-2a2e56b762cd.jpg	5	150000.0	15837.0	https://m.bunjang.co.kr/products/314915696	1.11	26.0x34.1x16.6	26.0	34.1	16.6	34.1	26.0	16.6	0.01471756	14717.56	14.71756	2.453	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			-0.2792792792792793	-0.7961618637872039	-0.4134897360703812	-0.4230769230769231	-0.3975903614457832	-0.4113856735310291	2025-04-10 09:03:29	2025-04-14 14:00:59.984	1-2kg
2504027028C31E	f5f622d3-e9f4-46f5-8614-8e9c4fb27aca	27f72df3-4590-4cdd-bfb7-cae40a869415	c60f274d-4cf3-4ce9-b244-5780327764fc	구찌 빈티지 핑크 파우치 가방	グッチビンテージピンクポーチバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"グッチはヴィンテージバッグです！ヴィンテージショップで購入して保証書はありません参考お願いします！
ピンクのポーチバッグで売り物がよく見づらいと感じますが、とても可愛くて実物がはるかにかわいいです:)

ヴィンテージ商品なので写真で状態確認してください！購入のみしておき、ダストバッグに保管だけしました！

サイズ：20×12

iPhone 12ウォレットエアポット水晶用化粧品程度が入りますサイズ確認してお問い合わせいただければ配送案内お手伝いします

送料は私が負担します:)

구찌 빈티지 가방입니다! 빈티지샵에서 구매해서 보증서는 없습니다 참고 부탁드려요!
핑크 파우치 백으로 매물 잘 보기 힘들다고 느끼는데 엄청 귀엽고 실물이 훨씬 이쁩니다:)

빈티지 제품임으로 사진으로 상태 확인 해주세요! 구매만 해두고 더스트백에 보관만 했습니다!

크기 : 20*12

아이폰12 지갑 에어팟 수정용화장품 정도가 들어갑니다 사이즈 확인하시고 문의주시면 배송안내 도와드릴게요

배송비 제가 부담합니다 :)"	Body:Cotton , Bag strap;synthetic leather 		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/c60f274d-4cf3-4ce9-b244-5780327764fc.jpg	2	100000.0	10558.0	https://m.bunjang.co.kr/products/291087513	0.305	19.4x24.7x10.6	19.4	24.7	10.6	24.7	19.4	10.6	0.0050793079999999	5079.307999999999	5.079307999999999	0.847	0.4	10.0	5.0	15.0	15.0	10.0	5.0	0.00075	750.0	0.75			0.3114754098360657	-0.8523420906942442	-0.3927125506072874	-0.4845360824742267	-0.5283018867924528	-0.4685168399579889	2025-04-10 09:03:29	2025-04-13 23:02:01.200	0-0.5kg
250327766FCEE4	9552aeb7-850e-4cbb-9406-154437794a6c	bce27b7e-6eeb-4a15-b244-61d32a25a377	6fe02f3d-f5b5-46cc-83b3-cb0b97fffb88	펜디 주카 보스턴백	フェンディジュカボストンバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"デパート購入本物の家具部品はバッグ単品です。

​​

季節やファッショナブルなアンタナは定番の製品でサイズが適しています

​​

クロス可能です。

​​

若干の使用感で全体的に状態は良いです

​​

サイズは27 21 17 直接取引宅配便可能です。

​​

백화점 구입 정품이구 구성품은 가방 단품이에요

​

계절이나 유행안타나는 스테디셀러 제품으로 사이즈 적당하고

​

크로스 가능합니다.

​

약간의 사용감에 전체적으로 상태는 좋아요

​

사이즈는 27 21 17 직거래 택배 가능합니다.

​"	calfskin, canvus		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/6fe02f3d-f5b5-46cc-83b3-cb0b97fffb88.jpg	8	290000.0	30617.0	https://m.bunjang.co.kr/products/321935944	1.02	22.6x34.3x24.5	22.6	34.3	24.5	34.3	24.5	22.6	0.01899191	18991.91	18.99191	3.165	1.0	20.0	10.0	28.0	28.0	20.0	10.0	0.0056	5600.0	5.6			-0.0196078431372549	-0.7051376085922901	-0.183673469387755	-0.1836734693877551	-0.5575221238938053	-0.3082896875564385	2025-04-03 09:37:59	2025-04-09 14:02:21.820	1-2kg
2503191CE6D212	c9f77c63-5be8-4414-849b-1dbf52f38284	615c227c-3753-46aa-9849-9498d8659bd2	97ffbc9d-af45-4260-ab9e-6b9a601b5217	시월 107 베이비 티디백	月107ベビーティーディーバッグ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"購入したものは少しだけですが、新商品や違いはありません 
使わないで整理しようと売っています!!!!

구매한지는 좀 됐지만 새상품이나 다름 없습니다 
사용 안 해서 정리하려고 팔아요 !!!!"	Cotton		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/97ffbc9d-af45-4260-ab9e-6b9a601b5217.jpg	10	30000.0	3168.0	https://m.bunjang.co.kr/products/322411682	0.485	24.8x36.5x14.2	24.8	36.5	14.2	36.5	24.8	14.2	0.01285384	12853.84	12.85384	2.142	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			0.6494845360824744	-0.766606710523859	-0.4520547945205479	-0.3951612903225807	-0.2957746478873239	-0.3809969109101508	2025-03-25 09:27:01	2025-03-30 23:02:26.611	0-0.5kg
25031812ECCEB0	b54875f0-c825-4702-b3e1-df7a1d8bf5df	d1524b7e-dbea-4609-a2a6-85766ee8fd17	2aeb1c84-86c1-4faf-99b1-d31edd9c5bcd	투티에 볼레백 스몰 블랙	トゥティエボレバックスモールブラック	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"トゥーティーのボレバックスモールブラックカラー。
プレゼントいただきましたが、使い勝手が悪くなって販売します。 
2回短時間使ってコンディション新商品と同じです。
写真でステータスを確認してください。 
お送りします^^

交信、エヌムーンX

투티에 볼레백 스몰 블랙 컬러 입니다.
선물 받았는데 사용을 잘 안하게 돼서 판매 합니다. 
두번 단시간 사용했고 컨디션 새상품과 같습니다.
사진으로 상태 확인해보시고 더 필요하시면 
보내드리겠습니다^^

교신,에눌문의X"	cowhide		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/2aeb1c84-86c1-4faf-99b1-d31edd9c5bcd.jpg	8	244000.0	25761.0	https://m.bunjang.co.kr/products/260910985	1.175	26.1x39.5x15.5	26.1	39.5	15.5	39.5	26.1	15.5	0.015979725	15979.725	15.979725	2.663	0.8	12.5	10.0	15.0	15.0	12.5	10.0	0.001875	1875.0	1.875			-0.3191489361702127	-0.8826638130506	-0.620253164556962	-0.521072796934866	-0.3548387096774194	-0.4987215570564158	2025-03-25 09:27:01	2025-03-28 05:03:46.398	1-2kg
25031624329EC4	e90011ae-6a09-4fea-9ebb-1572b945a241	febc5f6a-628b-4ec0-bfd9-fcfbd1d5a8fe	9be4136d-3c4d-49f1-bfeb-5c4cc149d8d7	나비버스 토트백 버건디	蝶バストートバッグバーガンディ	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"3回使用
気軽にご連絡ください！

3회 사용
편하게 연락주세요!"	cotton 100 %		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/9be4136d-3c4d-49f1-bfeb-5c4cc149d8d7.jpg	1	60000.0	6335.0	https://m.bunjang.co.kr/products/321699588	0.38	13.0x25.2x12.5	13.0	25.2	12.5	25.2	13.0	12.5	0.004095	4094.999999999999	4.095	0.683	0.8	20.0	10.0	15.0	20.0	15.0	10.0	0.003	3000.0	3.0			1.105263157894737	-0.2673992673992673	-0.2063492063492063	0.1538461538461538	-0.2	-0.0841676841676841	2025-03-21 12:53:51	2025-03-28 05:02:55.984	0-0.5kg
2503140F7AB428	5600509c-2f69-4888-9abe-1315fd9a8fe1	d1da9d41-995f-4ae2-8550-61fe34e80b2c	bd0db832-4805-4f73-9a43-884aef7300e7	Hurjaboyacc - Pet leather bag S2 (puppy)	Hurjaboyacc - ペットレザーバッグS2（puppy）	가방/지갑 > 여성가방 > 토트백 > 	Bag	bungae		"Hurjaboyacc ハジャボイエイさん 
Pet leather bag S2 子犬版のバッグです！ 

可愛いアイテムがあまりにもあふれて、もはや洋室にスペースがなくて出せます… … 🥲

可愛い方にお持ちください〜🍀♥️

ちなみにタックマン除去された新商品です！

定価 130,000 

構成はバッグとストラップストラップがありますよ〜！

Hurjaboyacc 허자보이에이씨씨 
Pet leather bag S2 강아지 버전의 가방입니다! 

귀여운 아이템들이 너무 넘쳐나서 더이상 옷방에 공간이 없어 내놓읍니다……🥲

귀여우신 분들 가져가셔요~🍀♥️

참고로 택만 제거 된 새상품입니다!

정가 130,000 

구성은 가방이랑 스트랩끈 다 있어요~!"	artificial leather 		4202999000	https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/bd0db832-4805-4f73-9a43-884aef7300e7.jpg	9	69000.0	7285.0	https://m.bunjang.co.kr/products/309122829	0.91	28.0x38.1x16.9	28.0	38.1	16.9	38.1	28.0	16.9	0.0180289199999999	18028.92	18.028919999999996	3.005	0.8	28.0	10.0	21.0	28.0	21.0	10.0	0.00588	5880.0	5.88			-0.1208791208791208	-0.6738573358803522	-0.2650918635170604	-0.25	-0.408284023668639	-0.3077919623952331	2025-03-20 12:52:28	2025-03-26 05:02:39.301	0.5-1kg
